version,runtime
parallel_v2_onlyouter,6.476234
parallel_v2_onlyouter,6.472534
parallel_v2_onlyouter,6.461248
parallel_v2_onlyouter,6.497370
parallel_v2_onlyouter,6.429382
parallel_v2_onlyouter,6.486743
parallel_v2_onlyouter,6.485860
parallel_v2_onlyouter,6.567609
parallel_v2_onlyouter,6.470331
parallel_v2_onlyouter,6.478546
parallel_v2_onlyouter,6.452229
parallel_v2_onlyouter,6.493764
parallel_v2_onlyouter,6.474272
parallel_v2_onlyouter,6.505200
parallel_v2_onlyouter,6.527946
parallel_v2_onlyouter,6.473218
parallel_v2_onlyouter,6.542942
parallel_v2_onlyouter,6.455985
parallel_v2_onlyouter,6.489177
parallel_v2_onlyouter,6.493233
parallel_v2_onlyouter,6.498351
parallel_v2_onlyouter,6.476874
parallel_v2_onlyouter,6.511493
parallel_v2_onlyouter,6.482348
parallel_v2_onlyouter,6.495118
parallel_v2_onlyouter,6.472673
parallel_v2_onlyouter,6.495269
parallel_v2_onlyouter,6.492543
parallel_v2_onlyouter,6.480369
parallel_v2_onlyouter,6.504498
parallel_v2_onlyouter,6.479092
parallel_v2_onlyouter,6.509418
parallel_v2_onlyouter,6.474703
parallel_v2_onlyouter,6.477499
parallel_v2_onlyouter,6.458682
parallel_v2_onlyouter,6.469574
parallel_v2_onlyouter,6.468994
parallel_v2_onlyouter,6.509611
parallel_v2_onlyouter,6.480482
parallel_v2_onlyouter,6.480767
parallel_v2_onlyouter,6.473813
parallel_v2_onlyouter,6.481209
parallel_v2_onlyouter,6.472341
parallel_v2_onlyouter,6.474177
parallel_v2_onlyouter,6.511774
parallel_v2_onlyouter,6.492558
parallel_v2_onlyouter,6.505258
parallel_v2_onlyouter,6.499630
parallel_v2_onlyouter,6.504998
parallel_v2_onlyouter,6.493272
parallel_v2_onlyouter,6.527608
parallel_v2_onlyouter,6.540673
parallel_v2_onlyouter,6.504395
parallel_v2_onlyouter,6.493166
parallel_v2_onlyouter,6.492421
parallel_v2_onlyouter,6.583417
parallel_v2_onlyouter,6.502919
parallel_v2_onlyouter,6.474606
parallel_v2_onlyouter,6.504541
parallel_v2_onlyouter,6.503813
parallel_v2_onlyouter,6.523933
parallel_v2_onlyouter,6.464913
parallel_v2_onlyouter,6.507099
parallel_v2_onlyouter,6.502641
parallel_v2_onlyouter,6.501134
parallel_v2_onlyouter,6.370822
parallel_v2_onlyouter,6.474448
parallel_v3_both,3.037246
parallel_v3_both,3.136641
parallel_v3_both,3.002097
parallel_v3_both,3.120369
parallel_v3_both,2.961585
parallel_v3_both,3.047581
parallel_v3_both,3.034550
parallel_v3_both,3.063582
parallel_v3_both,3.039624
parallel_v3_both,3.034765
parallel_v3_both,3.029281
parallel_v3_both,3.047472
parallel_v3_both,3.047339
parallel_v3_both,3.045272
parallel_v3_both,3.015076
parallel_v3_both,3.035940
parallel_v3_both,3.051544
parallel_v3_both,3.118551
parallel_v3_both,3.035738
parallel_v3_both,3.069246
parallel_v3_both,3.042902
parallel_v3_both,3.035422
parallel_v3_both,3.113681
parallel_v3_both,3.005585
parallel_v3_both,3.044876
parallel_v3_both,3.030212
parallel_v3_both,3.035555
parallel_v3_both,3.034644
parallel_v3_both,3.070699
parallel_v3_both,3.060910
parallel_v3_both,3.035583
parallel_v3_both,2.963206
parallel_v3_both,3.257004
parallel_v3_both,3.027239
parallel_v3_both,3.026151
parallel_v3_both,3.037831
parallel_v3_both,3.328218
parallel_v3_both,3.043720
parallel_v3_both,3.040714
parallel_v3_both,3.018156
parallel_v3_both,2.936065
parallel_v3_both,3.054897
parallel_v3_both,2.982076
parallel_v3_both,2.926417
parallel_v3_both,3.065452
parallel_v3_both,3.061041
parallel_v3_both,3.005688
parallel_v3_both,3.052471
parallel_v3_both,3.018949
parallel_v3_both,2.985831
parallel_v3_both,2.919598
parallel_v3_both,3.040224
parallel_v3_both,3.033468
parallel_v3_both,3.069444
parallel_v3_both,2.975686
parallel_v3_both,2.953030
parallel_v3_both,3.064268
parallel_v3_both,3.007402
parallel_v3_both,3.001132
parallel_v3_both,3.069288
parallel_v3_both,3.029985
parallel_v3_both,3.086153
parallel_v3_both,3.105725
parallel_v3_both,3.062655
parallel_v3_both,3.018406
parallel_v3_both,3.024098
parallel_v3_both,3.037888
parallel_v3_both,3.057514
parallel_v3_both,3.051109
parallel_v3_both,3.036609
parallel_v3_both,3.069826
parallel_v3_both,2.974786
parallel_v3_both,3.030709
parallel_v3_both,3.046311
parallel_v3_both,3.015065
parallel_v3_both,3.081033
parallel_v3_both,3.028850
parallel_v3_both,3.037652
parallel_v3_both,3.060643
parallel_v3_both,3.052439
parallel_v3_both,3.032275
parallel_v3_both,3.004209
parallel_v3_both,3.011508
parallel_v3_both,3.128697
parallel_v3_both,3.003027
parallel_v3_both,3.009975
parallel_v3_both,3.025603
parallel_v3_both,3.038041
parallel_v3_both,3.028421
parallel_v3_both,3.027817
parallel_v3_both,3.046811
parallel_v3_both,3.026618
parallel_v3_both,3.022230
parallel_v3_both,3.116639
parallel_v3_both,3.026501
parallel_v3_both,3.068845
parallel_v3_both,3.067107
parallel_v3_both,3.053811
parallel_v3_both,3.124548
parallel_v3_both,3.053438
parallel_v4_both_o3,3.040103
parallel_v4_both_o3,3.040153
parallel_v4_both_o3,3.042818
parallel_v4_both_o3,2.974358
parallel_v4_both_o3,3.049832
parallel_v4_both_o3,3.028574
parallel_v4_both_o3,3.040699
parallel_v4_both_o3,3.063969
parallel_v4_both_o3,3.043395
parallel_v4_both_o3,2.995365
parallel_v4_both_o3,2.977488
parallel_v4_both_o3,3.116307
parallel_v4_both_o3,3.015660
parallel_v4_both_o3,3.035784
parallel_v4_both_o3,3.051793
parallel_v4_both_o3,3.033937
parallel_v4_both_o3,2.987742
parallel_v4_both_o3,3.135189
parallel_v4_both_o3,3.025257
parallel_v4_both_o3,3.045791
parallel_v4_both_o3,2.953722
parallel_v4_both_o3,3.049657
