gcc, O0, 0, 1,  2.797674e+01,  3.485038e+08 
gcc, O0, 0, 50000,  2.745720e+01,  3.550982e+08 
gcc, O0, 0, 1,  2.768528e+01,  3.521727e+08 
gcc, O0, 0, 50000,  2.752750e+01,  3.541913e+08 
gcc, O0, 0, 1,  2.786434e+01,  3.499097e+08 
gcc, O0, 0, 50000,  2.756795e+01,  3.536715e+08 
gcc, O0, 0, 1,  2.791582e+01,  3.492643e+08 
gcc, O0, 0, 50000,  2.749651e+01,  3.545905e+08 
gcc, O0, 0, 1,  2.808319e+01,  3.471828e+08 
gcc, O0, 0, 50000,  2.770609e+01,  3.519082e+08 
gcc, O1, 0, 1,  1.704510e+01,  5.720120e+08 
gcc, O1, 0, 50000,  1.687457e+01,  5.777927e+08 
gcc, O1, 0, 1,  1.699598e+01,  5.736651e+08 
gcc, O1, 0, 50000,  1.684371e+01,  5.788511e+08 
gcc, O1, 0, 1,  1.717394e+01,  5.677205e+08 
gcc, O1, 0, 50000,  1.686719e+01,  5.780454e+08 
gcc, O1, 0, 1,  1.705260e+01,  5.717605e+08 
gcc, O1, 0, 50000,  1.685823e+01,  5.783524e+08 
gcc, O1, 0, 1,  1.704785e+01,  5.719196e+08 
gcc, O1, 0, 50000,  1.683732e+01,  5.790706e+08 
gcc, O2, 0, 1,  1.409233e+01,  6.918659e+08 
gcc, O2, 0, 50000,  1.393268e+01,  6.997936e+08 
gcc, O2, 0, 1,  1.406246e+01,  6.933351e+08 
gcc, O2, 0, 50000,  1.410081e+01,  6.914498e+08 
gcc, O2, 0, 1,  1.404644e+01,  6.941261e+08 
gcc, O2, 0, 50000,  1.395822e+01,  6.985132e+08 
gcc, O2, 0, 1,  1.465939e+01,  6.651027e+08 
gcc, O2, 0, 50000,  1.390840e+01,  7.010150e+08 
gcc, O2, 0, 1,  1.425137e+01,  6.841446e+08 
gcc, O2, 0, 50000,  1.390700e+01,  7.010856e+08 
gcc, O3, 0, 1,  9.364522e+00,  1.041164e+09 
gcc, O3, 0, 50000,  9.030713e+00,  1.079649e+09 
gcc, O3, 0, 1,  9.232324e+00,  1.056072e+09 
gcc, O3, 0, 50000,  9.038949e+00,  1.078665e+09 
gcc, O3, 0, 1,  9.396576e+00,  1.037612e+09 
gcc, O3, 0, 50000,  9.040345e+00,  1.078499e+09 
gcc, O3, 0, 1,  9.393816e+00,  1.037917e+09 
gcc, O3, 0, 50000,  9.043455e+00,  1.078128e+09 
gcc, O3, 0, 1,  9.144434e+00,  1.066222e+09 
gcc, O3, 0, 50000,  9.044480e+00,  1.078006e+09 
gcc, Ofast, 0, 1,  8.620245e+00,  1.131058e+09 
gcc, Ofast, 0, 50000,  8.436619e+00,  1.155676e+09 
gcc, Ofast, 0, 1,  8.624061e+00,  1.130558e+09 
gcc, Ofast, 0, 50000,  8.429383e+00,  1.156668e+09 
gcc, Ofast, 0, 1,  8.618011e+00,  1.131351e+09 
gcc, Ofast, 0, 50000,  8.442782e+00,  1.154833e+09 
gcc, Ofast, 0, 1,  8.584559e+00,  1.135760e+09 
gcc, Ofast, 0, 50000,  8.381873e+00,  1.163225e+09 
gcc, Ofast, 0, 1,  8.608566e+00,  1.132593e+09 
gcc, Ofast, 0, 50000,  8.421869e+00,  1.157700e+09 
gcc, O3, 0, 1,  9.223323e+00,  1.057103e+09 
gcc, O3, 0, 50000,  8.220842e+00,  1.094809e+09 
gcc, O3, 0, 1,  9.187752e+00,  1.061195e+09 
gcc, O3, 0, 50000,  8.229900e+00,  1.093604e+09 
gcc, O3, 0, 1,  9.367379e+00,  1.040846e+09 
gcc, O3, 0, 50000,  8.287256e+00,  1.086035e+09 
gcc, O3, 0, 1,  9.244779e+00,  1.054649e+09 
gcc, O3, 0, 50000,  8.229497e+00,  1.093657e+09 
gcc, O3, 0, 1,  9.202144e+00,  1.059536e+09 
gcc, O3, 0, 50000,  8.224165e+00,  1.094366e+09 
 1.453208e-02,  5.245634e+08 
 1.460834e-02,  5.218252e+08 
 1.517789e-02,  5.022438e+08 
 1.239744e-02,  6.148851e+08 
 1.232966e-02,  6.182652e+08 
 1.255227e-02,  6.073006e+08 
 1.408927e-02,  5.410500e+08 
 2.431990e-04,  7.463024e+08 
 9.654394e-03,  7.895887e+08 
 8.182953e-03,  9.315708e+08 
 6.206810e-04,  8.772622e+08 
 7.159424e-03,  1.064750e+09 
 7.256345e-03,  1.050529e+09 
 7.384372e-03,  1.032315e+09 
 2.464183e-02,  3.093520e+08 
 7.284639e-03,  1.046449e+09 
 4.919950e-02,  1.549406e+08 
