10, 1, heat_simd, 10, 500000, heat_simd, 10, 1, heat_simd, 10, 500000, heat_simd, 10, 1, heat_simd, 10, 500000, heat_simd, 10, 1, heat_simd, 10, 500000, heat_simd, 10, 1, heat_simd, 10, 500000, heat_simd, 10, 1, heat_seq,  1.136955e+01,  5.717027e+07 
10, 500000, heat_seq,  3.617630e-01,  1.658545e+09 
10, 1, heat_seq,  1.147566e+01,  5.664162e+07 
10, 500000, heat_seq,  3.677033e-01,  1.631750e+09 
10, 1, heat_seq,  1.171271e+01,  5.549526e+07 
10, 500000, heat_seq,  3.693211e-01,  1.624603e+09 
10, 1, heat_seq,  1.069525e+01,  6.077463e+07 
10, 500000, heat_seq,  3.647494e-01,  1.644965e+09 
10, 1, heat_seq,  1.045053e+01,  6.219781e+07 
10, 500000, heat_seq,  3.657202e-01,  1.640599e+09 
10, 1, heat_seq_original,  1.054713e+01,  6.162814e+07 
10, 500000, heat_seq_original,  7.702268e-01,  7.789914e+08 
10, 1, heat_seq_original,  1.129497e+01,  5.754775e+07 
10, 500000, heat_seq_original,  7.625957e-01,  7.867866e+08 
10, 1, heat_seq_original,  1.107360e+01,  5.869815e+07 
10, 500000, heat_seq_original,  7.841149e-01,  7.651941e+08 
10, 1, heat_seq_original,  1.093384e+01,  5.944845e+07 
10, 500000, heat_seq_original,  7.063420e-01,  8.494470e+08 
10, 1, heat_seq_original,  1.103096e+01,  5.892508e+07 
10, 500000, heat_seq_original,  7.956286e-01,  7.541208e+08 
100, 1, heat_simd,  5.635696e+00,  1.153362e+09 
100, 50000, heat_simd,  5.364040e+00,  1.118562e+09 
100, 1, heat_simd,  5.855239e+00,  1.110117e+09 
100, 50000, heat_simd,  5.379582e+00,  1.115330e+09 
100, 1, heat_simd,  5.842348e+00,  1.112566e+09 
100, 50000, heat_simd,  5.379098e+00,  1.115430e+09 
100, 1, heat_simd,  5.703822e+00,  1.139587e+09 
100, 50000, heat_simd,  5.372869e+00,  1.116724e+09 
100, 1, heat_simd,  5.840578e+00,  1.112903e+09 
100, 50000, heat_simd,  5.316274e+00,  1.128612e+09 
100, 1, heat_seq,  3.023174e+00,  2.150058e+09 
100, 50000, heat_seq,  2.646563e+00,  2.267095e+09 
100, 1, heat_seq,  3.031789e+00,  2.143949e+09 
100, 50000, heat_seq,  2.651151e+00,  2.263171e+09 
100, 1, heat_seq,  2.971115e+00,  2.187731e+09 
100, 50000, heat_seq,  2.649795e+00,  2.264330e+09 
100, 1, heat_seq,  3.019006e+00,  2.153027e+09 
100, 50000, heat_seq,  2.663577e+00,  2.252614e+09 
100, 1, heat_seq,  3.294797e+00,  1.972807e+09 
100, 50000, heat_seq,  2.636072e+00,  2.276118e+09 
100, 1, heat_seq_original,  6.573870e+00,  9.887630e+08 
100, 50000, heat_seq_original,  5.752273e+00,  1.043068e+09 
100, 1, heat_seq_original,  6.584860e+00,  9.871129e+08 
100, 50000, heat_seq_original,  5.762474e+00,  1.041221e+09 
100, 1, heat_seq_original,  6.561946e+00,  9.905598e+08 
100, 50000, heat_seq_original,  5.762069e+00,  1.041294e+09 
100, 1, heat_seq_original,  6.549328e+00,  9.924682e+08 
100, 50000, heat_seq_original,  5.767396e+00,  1.040333e+09 
100, 1, heat_seq_original,  6.341320e+00,  1.025023e+09 
100, 50000, heat_seq_original,  5.785503e+00,  1.037077e+09 
1000, 1, heat_simd,  6.396869e+01,  1.016122e+09 
1000, 5000, heat_simd,  5.537011e+01,  1.083635e+09 
1000, 1, heat_simd,  5.623710e+01,  1.155821e+09 
1000, 5000, heat_simd,  6.221356e+01,  9.644360e+08 
1000, 1, heat_simd,  6.381230e+01,  1.018612e+09 
1000, 5000, heat_simd,  5.516305e+01,  1.087703e+09 
1000, 1, heat_simd,  5.638739e+01,  1.152740e+09 
1000, 5000, heat_simd,  5.492690e+01,  1.092379e+09 
1000, 1, heat_simd,  6.250653e+01,  1.039891e+09 
1000, 5000, heat_simd,  6.220891e+01,  9.645081e+08 
1000, 1, heat_seq,  6.217077e+01,  1.045507e+09 
1000, 5000, heat_seq,  5.278995e+01,  1.136599e+09 
1000, 1, heat_seq,  6.207254e+01,  1.047162e+09 
1000, 5000, heat_seq,  3.045120e+01,  1.970398e+09 
1000, 1, heat_seq,  4.420723e+01,  1.470348e+09 
1000, 5000, heat_seq,  3.044385e+01,  1.970874e+09 
1000, 1, heat_seq,  3.468785e+01,  1.873855e+09 
1000, 5000, heat_seq,  3.059631e+01,  1.961053e+09 
1000, 1, heat_seq,  3.463346e+01,  1.876798e+09 
1000, 5000, heat_seq,  3.052549e+01,  1.965603e+09 
1000, 1, heat_seq_original,  8.923470e+01,  7.284162e+08 
1000, 5000, heat_seq_original,  6.509356e+01,  9.217655e+08 
1000, 1, heat_seq_original,  7.520658e+01,  8.642860e+08 
1000, 5000, heat_seq_original,  6.512425e+01,  9.213311e+08 
1000, 1, heat_seq_original,  9.538034e+01,  6.814822e+08 
1000, 5000, heat_seq_original,  6.505540e+01,  9.223063e+08 
1000, 1, heat_seq_original,  6.822431e+01,  9.527396e+08 
1000, 5000, heat_seq_original,  9.248005e+01,  6.487994e+08 
1000, 1, heat_seq_original,  6.842090e+01,  9.500021e+08 
1000, 5000, heat_seq_original,  6.476065e+01,  9.265040e+08 
