version,pattern,thread,n_rows,n_cols,runtime,flops
heat_pth_v3, uni, 16, 5000,5000,7.607018e-02,3.947013e+09
heat_pth_v3, uni, 16,50000,500,7.762025e-02,3.868191e+09
heat_pth_v3, uni, 16,500,50000,1.001279e-01,2.998666e+09
heat_pth_v3, pat1, 16, 5000,5000,7.366588e+00,1.630334e+10
heat_pth_v3, pat1, 16,50000,500,8.999051e+00,1.334585e+10
heat_pth_v3, pat1, 16,500,50000,1.032817e+01,1.162839e+10
heat_pth_v3, pat2, 16, 5000,5000,9.099800e+00,1.319809e+10
heat_pth_v3, pat2, 16,50000,500,8.632297e+00,1.391287e+10
heat_pth_v3, pat2, 16,500,50000,1.090701e+01,1.101127e+10
heat_pth_v3, areas, 16, 1000,1000,3.798330e+00,3.161916e+10
heat_pth_v3, areas, 16,10000,100,7.147561e+00,1.680293e+10
heat_pth_v3, areas, 16,100,10000,5.531585e+00,2.171168e+10
heat_pth_v3, plasma, 16, 1000,1000,7.667794e+00,1.566291e+10
heat_pth_v3, plasma, 16,10000,100,7.168388e+00,1.675411e+10
heat_pth_v3, plasma, 16,100,10000,7.638350e+00,1.572329e+10
heat_pth_v3, gradient, 16, 1000,1000,7.061309e+00,1.700818e+10
heat_pth_v3, gradient, 16,10000,100,3.724243e+00,3.224816e+10
heat_pth_v3, gradient, 16,100,10000,7.827888e+00,1.534258e+10
heat_pth_v3, uni, 16, 1000,1000,4.275740e-03,2.808871e+09
heat_pth_v3, uni, 16,10000,100,4.445645e-03,2.701520e+09
heat_pth_v3, uni, 16,100,10000,4.585349e-03,2.619212e+09
heat_pth_v3, pat1, 16, 1000,1000,7.673598e+00,1.565107e+10
heat_pth_v3, pat1, 16,10000,100,7.383632e+00,1.626571e+10
heat_pth_v3, pat1, 16,100,10000,8.130474e+00,1.477159e+10
heat_pth_v3, pat2, 16, 1000,1000,3.910291e+00,3.071383e+10
heat_pth_v3, pat2, 16,10000,100,1.042097e+01,1.152484e+10
heat_pth_v3, pat2, 16,100,10000,6.259240e+00,1.918763e+10
heat_pth_v3, areas, 16, 3000,3000,9.066854e+00,1.324473e+10
heat_pth_v3, areas, 16,30000,300,9.429399e+00,1.273549e+10
heat_pth_v3, areas, 16,300,30000,1.040497e+01,1.154141e+10
heat_pth_v3, plasma, 16, 3000,3000,1.020774e+01,1.176441e+10
heat_pth_v3, plasma, 16,30000,300,1.081086e+01,1.110808e+10
heat_pth_v3, plasma, 16,300,30000,1.239686e+01,9.686965e+09
heat_pth_v3, gradient, 16, 3000,3000,1.030964e+01,1.164813e+10
heat_pth_v3, gradient, 16,30000,300,1.070472e+01,1.121823e+10
heat_pth_v3, gradient, 16,300,30000,9.963195e+00,1.205316e+10
heat_pth_v3, uni, 16, 3000,3000,2.898963e-02,3.728575e+09
heat_pth_v3, uni, 16,30000,300,2.798932e-02,3.861830e+09
heat_pth_v3, uni, 16,300,30000,3.387147e-02,3.191181e+09
heat_pth_v3, pat1, 16, 3000,3000,9.893361e+00,1.213824e+10
heat_pth_v3, pat1, 16,30000,300,1.088356e+01,1.103389e+10
heat_pth_v3, pat1, 16,300,30000,9.598607e+00,1.251098e+10
heat_pth_v3, pat2, 16, 3000,3000,9.844932e+00,1.219795e+10
heat_pth_v3, pat2, 16,30000,300,9.135072e+00,1.314582e+10
heat_pth_v3, pat2, 16,300,30000,1.116428e+01,1.075645e+10
heat_pth_v3, areas, 16, 5000,5000,7.805676e+00,1.538624e+10
heat_pth_v3, areas, 16,50000,500,9.261661e+00,1.296744e+10
heat_pth_v3, areas, 16,500,50000,9.031923e+00,1.329728e+10
heat_pth_v3, plasma, 16, 5000,5000,9.436001e+00,1.272785e+10
heat_pth_v3, plasma, 16,50000,500,9.748326e+00,1.232006e+10
heat_pth_v3, plasma, 16,500,50000,9.623392e+00,1.248001e+10
heat_pth_v3, gradient, 16, 5000,5000,8.716486e+00,1.377849e+10
heat_pth_v3, gradient, 16,50000,500,8.971496e+00,1.338684e+10
heat_pth_v3, gradient, 16,500,50000,1.012415e+01,1.186272e+10
heat_pth_v3, uni, 16, 5000,5000,7.704391e-02,3.897128e+09
heat_pth_v3, uni, 16,50000,500,7.331936e-02,4.095098e+09
heat_pth_v3, uni, 16,500,50000,1.012661e-01,2.964960e+09
heat_pth_v3, pat1, 16, 5000,5000,8.523087e+00,1.409114e+10
heat_pth_v3, pat1, 16,50000,500,8.786330e+00,1.366896e+10
heat_pth_v3, pat1, 16,500,50000,1.006171e+01,1.193634e+10
heat_pth_v3, pat2, 16, 5000,5000,1.011650e+01,1.187170e+10
heat_pth_v3, pat2, 16,50000,500,9.640772e+00,1.245751e+10
heat_pth_v3, pat2, 16,500,50000,9.433088e+00,1.273178e+10
heat_pth_v3, areas, 16, 1000,1000,7.649033e+00,1.570133e+10
heat_pth_v3, areas, 16,10000,100,5.295413e+00,2.268001e+10
heat_pth_v3, areas, 16,100,10000,7.820202e+00,1.535766e+10
heat_pth_v3, plasma, 16, 1000,1000,7.649079e+00,1.570124e+10
heat_pth_v3, plasma, 16,10000,100,5.631014e+00,2.132831e+10
heat_pth_v3, plasma, 16,100,10000,7.486837e+00,1.604149e+10
heat_pth_v3, gradient, 16, 1000,1000,7.952944e+00,1.510133e+10
heat_pth_v3, gradient, 16,10000,100,3.722036e+00,3.226728e+10
heat_pth_v3, gradient, 16,100,10000,7.533010e+00,1.594316e+10
heat_pth_v3, uni, 16, 1000,1000,4.263181e-03,2.817145e+09
heat_pth_v3, uni, 16,10000,100,4.202296e-03,2.857961e+09
heat_pth_v3, uni, 16,100,10000,4.630800e-03,2.593504e+09
heat_pth_v3, pat1, 16, 1000,1000,7.699883e+00,1.559764e+10
heat_pth_v3, pat1, 16,10000,100,7.272871e+00,1.651342e+10
heat_pth_v3, pat1, 16,100,10000,7.930541e+00,1.514399e+10
heat_pth_v3, pat2, 16, 1000,1000,7.796770e+00,1.540381e+10
heat_pth_v3, pat2, 16,10000,100,9.943712e+00,1.207798e+10
heat_pth_v3, pat2, 16,100,10000,8.224270e+00,1.460312e+10
heat_pth_v3, areas, 16, 3000,3000,9.574210e+00,1.254286e+10
heat_pth_v3, areas, 16,30000,300,1.084137e+01,1.107683e+10
heat_pth_v3, areas, 16,300,30000,1.053351e+01,1.140056e+10
heat_pth_v3, plasma, 16, 3000,3000,1.079636e+01,1.112300e+10
heat_pth_v3, plasma, 16,30000,300,9.860672e+00,1.217848e+10
heat_pth_v3, plasma, 16,300,30000,1.097758e+01,1.093939e+10
heat_pth_v3, gradient, 16, 3000,3000,9.251164e+00,1.298085e+10
heat_pth_v3, gradient, 16,30000,300,1.272690e+01,9.435764e+09
heat_pth_v3, gradient, 16,300,30000,1.151484e+01,1.042898e+10
heat_pth_v3, uni, 16, 3000,3000,2.878202e-02,3.755469e+09
heat_pth_v3, uni, 16,30000,300,2.963486e-02,3.647394e+09
heat_pth_v3, uni, 16,300,30000,3.519160e-02,3.071472e+09
heat_pth_v3, pat1, 16, 3000,3000,1.170857e+01,1.025642e+10
heat_pth_v3, pat1, 16,30000,300,9.717006e+00,1.235854e+10
heat_pth_v3, pat1, 16,300,30000,1.204804e+01,9.967426e+09
heat_pth_v3, pat2, 16, 3000,3000,9.301655e+00,1.291039e+10
heat_pth_v3, pat2, 16,30000,300,9.835772e+00,1.220931e+10
heat_pth_v3, pat2, 16,300,30000,9.750003e+00,1.231671e+10
heat_pth_v3, areas, 16, 5000,5000,8.950990e+00,1.341751e+10
heat_pth_v3, areas, 16,50000,500,8.683209e+00,1.383129e+10
heat_pth_v3, areas, 16,500,50000,9.904667e+00,1.212560e+10
heat_pth_v3, plasma, 16, 5000,5000,9.750823e+00,1.231691e+10
heat_pth_v3, plasma, 16,50000,500,8.969848e+00,1.338930e+10
heat_pth_v3, plasma, 16,500,50000,9.804538e+00,1.224943e+10
heat_pth_v3, gradient, 16, 5000,5000,9.718321e+00,1.235810e+10
heat_pth_v3, gradient, 16,50000,500,8.229735e+00,1.459342e+10
heat_pth_v3, gradient, 16,500,50000,1.017845e+01,1.179944e+10
heat_pth_v3, uni, 16, 5000,5000,7.315710e-02,4.104181e+09
heat_pth_v3, uni, 16,50000,500,7.422901e-02,4.044915e+09
heat_pth_v3, uni, 16,500,50000,9.621160e-02,3.120726e+09
heat_pth_v3, pat1, 16, 5000,5000,9.605081e+00,1.250380e+10
heat_pth_v3, pat1, 16,50000,500,8.430200e+00,1.424640e+10
heat_pth_v3, pat1, 16,500,50000,1.096099e+01,1.095704e+10
heat_pth_v3, pat2, 16, 5000,5000,9.205611e+00,1.304639e+10
heat_pth_v3, pat2, 16,50000,500,9.374752e+00,1.281101e+10
heat_pth_v3, pat2, 16,500,50000,8.468569e+00,1.418185e+10
heat_pth_v3, areas, 16, 1000,1000,7.635692e+00,1.572876e+10
heat_pth_v3, areas, 16,10000,100,7.197542e+00,1.668625e+10
heat_pth_v3, areas, 16,100,10000,5.405129e+00,2.221964e+10
heat_pth_v3, plasma, 16, 1000,1000,4.799776e+00,2.502200e+10
heat_pth_v3, plasma, 16,10000,100,7.224708e+00,1.662351e+10
heat_pth_v3, plasma, 16,100,10000,7.680631e+00,1.563674e+10
heat_pth_v3, gradient, 16, 1000,1000,7.749189e+00,1.549840e+10
heat_pth_v3, gradient, 16,10000,100,4.063766e+00,2.955387e+10
heat_pth_v3, gradient, 16,100,10000,6.435962e+00,1.866077e+10
heat_pth_v3, uni, 16, 1000,1000,4.239339e-03,2.832989e+09
heat_pth_v3, uni, 16,10000,100,4.242564e-03,2.830835e+09
heat_pth_v3, uni, 16,100,10000,4.672590e-03,2.570309e+09
heat_pth_v3, pat1, 16, 1000,1000,7.651009e+00,1.569728e+10
heat_pth_v3, pat1, 16,10000,100,4.710005e+00,2.549891e+10
heat_pth_v3, pat1, 16,100,10000,7.700013e+00,1.559738e+10
heat_pth_v3, pat2, 16, 1000,1000,7.723179e+00,1.555059e+10
heat_pth_v3, pat2, 16,10000,100,9.991282e+00,1.202048e+10
heat_pth_v3, pat2, 16,100,10000,8.193824e+00,1.465738e+10
heat_pth_v3, areas, 16, 3000,3000,9.925915e+00,1.209843e+10
heat_pth_v3, areas, 16,30000,300,9.420944e+00,1.274692e+10
heat_pth_v3, areas, 16,300,30000,1.121290e+01,1.070981e+10
heat_pth_v3, plasma, 16, 3000,3000,1.028516e+01,1.167585e+10
heat_pth_v3, plasma, 16,30000,300,1.089880e+01,1.101846e+10
heat_pth_v3, plasma, 16,300,30000,1.164228e+01,1.031482e+10
heat_pth_v3, gradient, 16, 3000,3000,1.022154e+01,1.174852e+10
heat_pth_v3, gradient, 16,30000,300,9.670684e+00,1.241774e+10
heat_pth_v3, gradient, 16,300,30000,1.091757e+01,1.099951e+10
heat_pth_v3, uni, 16, 3000,3000,2.617727e-02,4.129155e+09
heat_pth_v3, uni, 16,30000,300,2.853470e-02,3.788019e+09
heat_pth_v3, uni, 16,300,30000,3.329363e-02,3.246567e+09
heat_pth_v3, pat1, 16, 3000,3000,1.051394e+01,1.142179e+10
heat_pth_v3, pat1, 16,30000,300,9.039349e+00,1.328503e+10
heat_pth_v3, pat1, 16,300,30000,1.235099e+01,9.722945e+09
heat_pth_v3, pat2, 16, 3000,3000,9.575750e+00,1.254084e+10
heat_pth_v3, pat2, 16,30000,300,1.082288e+01,1.109575e+10
heat_pth_v3, pat2, 16,300,30000,1.146901e+01,1.047065e+10
heat_pth_v3, areas, 16, 5000,5000,9.390350e+00,1.278973e+10
heat_pth_v3, areas, 16,50000,500,8.866427e+00,1.354548e+10
heat_pth_v3, areas, 16,500,50000,1.121209e+01,1.071165e+10
heat_pth_v3, plasma, 16, 5000,5000,9.828495e+00,1.221957e+10
heat_pth_v3, plasma, 16,50000,500,8.962523e+00,1.340024e+10
heat_pth_v3, plasma, 16,500,50000,9.927891e+00,1.209723e+10
heat_pth_v3, gradient, 16, 5000,5000,9.035154e+00,1.329252e+10
heat_pth_v3, gradient, 16,50000,500,8.473326e+00,1.417389e+10
heat_pth_v3, gradient, 16,500,50000,1.027637e+01,1.168700e+10
heat_pth_v3, uni, 16, 5000,5000,7.768953e-02,3.864742e+09
heat_pth_v3, uni, 16,50000,500,7.819284e-02,3.839866e+09
heat_pth_v3, uni, 16,500,50000,1.010469e-01,2.971393e+09
heat_pth_v3, pat1, 16, 5000,5000,9.561099e+00,1.256132e+10
heat_pth_v3, pat1, 16,50000,500,8.256634e+00,1.454588e+10
heat_pth_v3, pat1, 16,500,50000,9.802346e+00,1.225217e+10
heat_pth_v3, pat2, 16, 5000,5000,9.472505e+00,1.267880e+10
heat_pth_v3, pat2, 16,50000,500,9.181643e+00,1.308045e+10
heat_pth_v3, pat2, 16,500,50000,1.016933e+01,1.181002e+10
heat_pth_v3, areas, 16, 1000,1000,7.546442e+00,1.591479e+10
heat_pth_v3, areas, 16,10000,100,7.217228e+00,1.664074e+10
heat_pth_v3, areas, 16,100,10000,8.149854e+00,1.473646e+10
heat_pth_v3, plasma, 16, 1000,1000,7.686095e+00,1.562562e+10
heat_pth_v3, plasma, 16,10000,100,8.433840e+00,1.424025e+10
heat_pth_v3, plasma, 16,100,10000,7.976170e+00,1.505735e+10
heat_pth_v3, gradient, 16, 1000,1000,7.672221e+00,1.565388e+10
heat_pth_v3, gradient, 16,10000,100,7.331567e+00,1.638122e+10
heat_pth_v3, gradient, 16,100,10000,7.771566e+00,1.545377e+10
heat_pth_v3, uni, 16, 1000,1000,4.245231e-03,2.829057e+09
heat_pth_v3, uni, 16,10000,100,4.249356e-03,2.826311e+09
heat_pth_v3, uni, 16,100,10000,4.495765e-03,2.671403e+09
heat_pth_v3, pat1, 16, 1000,1000,7.635637e+00,1.572888e+10
heat_pth_v3, pat1, 16,10000,100,7.284073e+00,1.648803e+10
heat_pth_v3, pat1, 16,100,10000,7.651885e+00,1.569548e+10
heat_pth_v3, pat2, 16, 1000,1000,7.661834e+00,1.567510e+10
heat_pth_v3, pat2, 16,10000,100,1.017954e+01,1.179818e+10
heat_pth_v3, pat2, 16,100,10000,8.577059e+00,1.400247e+10
heat_pth_v3, areas, 16, 3000,3000,9.954701e+00,1.206345e+10
heat_pth_v3, areas, 16,30000,300,9.719524e+00,1.235534e+10
heat_pth_v3, areas, 16,300,30000,1.171308e+01,1.025246e+10
heat_pth_v3, plasma, 16, 3000,3000,9.477506e+00,1.267084e+10
heat_pth_v3, plasma, 16,30000,300,9.060907e+00,1.325342e+10
heat_pth_v3, plasma, 16,300,30000,1.151115e+01,1.043232e+10
heat_pth_v3, gradient, 16, 3000,3000,9.657783e+00,1.243432e+10
heat_pth_v3, gradient, 16,30000,300,9.861035e+00,1.217803e+10
heat_pth_v3, gradient, 16,300,30000,9.968412e+00,1.204685e+10
heat_pth_v3, uni, 16, 3000,3000,2.652603e-02,4.074865e+09
heat_pth_v3, uni, 16,30000,300,2.906211e-02,3.719276e+09
heat_pth_v3, uni, 16,300,30000,3.021283e-02,3.577619e+09
heat_pth_v3, pat1, 16, 3000,3000,1.112246e+01,1.079690e+10
heat_pth_v3, pat1, 16,30000,300,9.884285e+00,1.214939e+10
heat_pth_v3, pat1, 16,300,30000,1.218637e+01,9.854289e+09
heat_pth_v3, pat2, 16, 3000,3000,9.565059e+00,1.255486e+10
heat_pth_v3, pat2, 16,30000,300,9.435008e+00,1.272792e+10
heat_pth_v3, pat2, 16,300,30000,1.092414e+01,1.099290e+10
heat_pth_v3, areas, 16, 5000,5000,8.142145e+00,1.475041e+10
heat_pth_v3, areas, 16,50000,500,9.456649e+00,1.270006e+10
heat_pth_v3, areas, 16,500,50000,9.860375e+00,1.218006e+10
heat_pth_v3, plasma, 16, 5000,5000,9.217486e+00,1.302958e+10
heat_pth_v3, plasma, 16,50000,500,8.798253e+00,1.365044e+10
heat_pth_v3, plasma, 16,500,50000,1.024938e+01,1.171778e+10
heat_pth_v3, gradient, 16, 5000,5000,8.911599e+00,1.347682e+10
heat_pth_v3, gradient, 16,50000,500,9.317687e+00,1.288946e+10
heat_pth_v3, gradient, 16,500,50000,9.739938e+00,1.233067e+10
heat_pth_v3, uni, 16, 5000,5000,7.474491e-02,4.016996e+09
heat_pth_v3, uni, 16,50000,500,7.794033e-02,3.852306e+09
heat_pth_v3, uni, 16,500,50000,1.022563e-01,2.936250e+09
heat_pth_v3, pat1, 16, 5000,5000,9.932234e+00,1.209194e+10
heat_pth_v3, pat1, 16,50000,500,9.254736e+00,1.297714e+10
heat_pth_v3, pat1, 16,500,50000,9.394313e+00,1.278433e+10
heat_pth_v3, pat2, 16, 5000,5000,9.340655e+00,1.285777e+10
heat_pth_v3, pat2, 16,50000,500,8.761244e+00,1.370810e+10
heat_pth_v3, pat2, 16,500,50000,9.185696e+00,1.307468e+10
heat_pth_v3, areas, 16, 1000,1000,7.772170e+00,1.545257e+10
heat_pth_v3, areas, 16,10000,100,7.326673e+00,1.639216e+10
heat_pth_v3, areas, 16,100,10000,7.988635e+00,1.503386e+10
heat_pth_v3, plasma, 16, 1000,1000,7.529854e+00,1.594984e+10
heat_pth_v3, plasma, 16,10000,100,7.308206e+00,1.643358e+10
heat_pth_v3, plasma, 16,100,10000,8.399935e+00,1.429773e+10
heat_pth_v3, gradient, 16, 1000,1000,7.542385e+00,1.592335e+10
heat_pth_v3, gradient, 16,10000,100,3.861124e+00,3.110493e+10
heat_pth_v3, gradient, 16,100,10000,7.687871e+00,1.562201e+10
heat_pth_v3, uni, 16, 1000,1000,4.227836e-03,2.840697e+09
heat_pth_v3, uni, 16,10000,100,4.390981e-03,2.735152e+09
heat_pth_v3, uni, 16,100,10000,4.478207e-03,2.681877e+09
heat_pth_v3, pat1, 16, 1000,1000,7.673257e+00,1.565176e+10
heat_pth_v3, pat1, 16,10000,100,7.222148e+00,1.662940e+10
heat_pth_v3, pat1, 16,100,10000,7.635956e+00,1.572822e+10
heat_pth_v3, pat2, 16, 1000,1000,6.099494e+00,1.969016e+10
heat_pth_v3, pat2, 16,10000,100,1.020178e+01,1.177245e+10
heat_pth_v3, pat2, 16,100,10000,8.283555e+00,1.449861e+10
heat_pth_v3, areas, 16, 3000,3000,1.080805e+01,1.111098e+10
heat_pth_v3, areas, 16,30000,300,1.074150e+01,1.117981e+10
heat_pth_v3, areas, 16,300,30000,1.052072e+01,1.141442e+10
heat_pth_v3, plasma, 16, 3000,3000,8.676018e+00,1.384137e+10
heat_pth_v3, plasma, 16,30000,300,9.629595e+00,1.247072e+10
heat_pth_v3, plasma, 16,300,30000,1.057566e+01,1.135513e+10
heat_pth_v3, gradient, 16, 3000,3000,1.049500e+01,1.144240e+10
heat_pth_v3, gradient, 16,30000,300,1.024678e+01,1.171958e+10
heat_pth_v3, gradient, 16,300,30000,1.010910e+01,1.187920e+10
heat_pth_v3, uni, 16, 3000,3000,2.694699e-02,4.011209e+09
heat_pth_v3, uni, 16,30000,300,2.684245e-02,4.026831e+09
heat_pth_v3, uni, 16,300,30000,3.081511e-02,3.507694e+09
heat_pth_v3, pat1, 16, 3000,3000,1.038673e+01,1.156167e+10
heat_pth_v3, pat1, 16,30000,300,9.546034e+00,1.257988e+10
heat_pth_v3, pat1, 16,300,30000,1.127308e+01,1.065263e+10
heat_pth_v3, pat2, 16, 3000,3000,1.108821e+01,1.083024e+10
heat_pth_v3, pat2, 16,30000,300,1.095468e+01,1.096226e+10
heat_pth_v3, pat2, 16,300,30000,9.690887e+00,1.239185e+10
heat_pth_v3, areas, 16, 5000,5000,1.027080e+01,1.169334e+10
heat_pth_v3, areas, 16,50000,500,9.371857e+00,1.281496e+10
heat_pth_v3, areas, 16,500,50000,9.623497e+00,1.247987e+10
heat_pth_v3, plasma, 16, 5000,5000,8.869685e+00,1.354050e+10
heat_pth_v3, plasma, 16,50000,500,9.359293e+00,1.283217e+10
heat_pth_v3, plasma, 16,500,50000,9.889058e+00,1.214474e+10
heat_pth_v3, gradient, 16, 5000,5000,9.035910e+00,1.329141e+10
heat_pth_v3, gradient, 16,50000,500,8.751524e+00,1.372332e+10
heat_pth_v3, gradient, 16,500,50000,9.583418e+00,1.253206e+10
heat_pth_v3, uni, 16, 5000,5000,7.324891e-02,4.099037e+09
heat_pth_v3, uni, 16,50000,500,7.576871e-02,3.962718e+09
heat_pth_v3, uni, 16,500,50000,1.015898e-01,2.955512e+09
heat_pth_v3, pat1, 16, 5000,5000,9.267565e+00,1.295918e+10
heat_pth_v3, pat1, 16,50000,500,8.575412e+00,1.400516e+10
heat_pth_v3, pat1, 16,500,50000,9.943095e+00,1.207873e+10
heat_pth_v3, pat2, 16, 5000,5000,8.163021e+00,1.471269e+10
heat_pth_v3, pat2, 16,50000,500,9.281108e+00,1.294027e+10
heat_pth_v3, pat2, 16,500,50000,9.702971e+00,1.237765e+10
heat_pth_v4, areas, 16, 1000,1000,4.472152e+00,2.685508e+10
heat_pth_v4, areas, 16,10000,100,7.862667e+00,1.527471e+10
heat_pth_v4, areas, 16,100,10000,7.888521e+00,1.522465e+10
heat_pth_v4, plasma, 16, 1000,1000,3.762187e+00,3.192292e+10
heat_pth_v4, plasma, 16,10000,100,3.654064e+00,3.286751e+10
heat_pth_v4, plasma, 16,100,10000,7.804333e+00,1.538889e+10
heat_pth_v4, gradient, 16, 1000,1000,3.712890e+00,3.234677e+10
heat_pth_v4, gradient, 16,10000,100,7.746103e+00,1.550457e+10
heat_pth_v4, gradient, 16,100,10000,6.772120e+00,1.773448e+10
heat_pth_v4, uni, 16, 1000,1000,3.591589e-03,3.343924e+09
heat_pth_v4, uni, 16,10000,100,3.680589e-03,3.263065e+09
heat_pth_v4, uni, 16,100,10000,3.510938e-03,3.420738e+09
heat_pth_v4, pat1, 16, 1000,1000,3.998174e+00,3.003871e+10
heat_pth_v4, pat1, 16,10000,100,3.796855e+00,3.163144e+10
heat_pth_v4, pat1, 16,100,10000,7.815629e+00,1.536664e+10
heat_pth_v4, pat2, 16, 1000,1000,3.745306e+00,3.206680e+10
heat_pth_v4, pat2, 16,10000,100,1.371321e+01,8.757980e+09
heat_pth_v4, pat2, 16,100,10000,5.442362e+00,2.206763e+10
heat_pth_v4, areas, 16, 3000,3000,6.662703e+00,1.802392e+10
heat_pth_v4, areas, 16,30000,300,7.763892e+00,1.546750e+10
heat_pth_v4, areas, 16,300,30000,8.075489e+00,1.487068e+10
heat_pth_v4, plasma, 16, 3000,3000,6.149361e+00,1.952853e+10
heat_pth_v4, plasma, 16,30000,300,8.242537e+00,1.456930e+10
heat_pth_v4, plasma, 16,300,30000,7.952748e+00,1.510019e+10
heat_pth_v4, gradient, 16, 3000,3000,6.831056e+00,1.757971e+10
heat_pth_v4, gradient, 16,30000,300,7.772995e+00,1.544938e+10
heat_pth_v4, gradient, 16,300,30000,8.444150e+00,1.422144e+10
heat_pth_v4, uni, 16, 3000,3000,2.129639e-02,5.075508e+09
heat_pth_v4, uni, 16,30000,300,2.134154e-02,5.064771e+09
heat_pth_v4, uni, 16,300,30000,2.268273e-02,4.765298e+09
heat_pth_v4, pat1, 16, 3000,3000,7.791361e+00,1.541297e+10
heat_pth_v4, pat1, 16,30000,300,6.997855e+00,1.716069e+10
heat_pth_v4, pat1, 16,300,30000,8.598019e+00,1.396694e+10
heat_pth_v4, pat2, 16, 3000,3000,9.621965e+00,1.248061e+10
heat_pth_v4, pat2, 16,30000,300,7.542420e+00,1.592168e+10
heat_pth_v4, pat2, 16,300,30000,8.743737e+00,1.373417e+10
heat_pth_v4, areas, 16, 5000,5000,6.362123e+00,1.887735e+10
heat_pth_v4, areas, 16,50000,500,6.910880e+00,1.737840e+10
heat_pth_v4, areas, 16,500,50000,7.321051e+00,1.640475e+10
heat_pth_v4, plasma, 16, 5000,5000,6.496374e+00,1.848724e+10
heat_pth_v4, plasma, 16,50000,500,6.744938e+00,1.780595e+10
heat_pth_v4, plasma, 16,500,50000,7.005381e+00,1.714397e+10
heat_pth_v4, gradient, 16, 5000,5000,7.340374e+00,1.636156e+10
heat_pth_v4, gradient, 16,50000,500,6.239766e+00,1.924752e+10
heat_pth_v4, gradient, 16,500,50000,7.498966e+00,1.601554e+10
heat_pth_v4, uni, 16, 5000,5000,4.764561e-02,6.301734e+09
heat_pth_v4, uni, 16,50000,500,4.538619e-02,6.615449e+09
heat_pth_v4, uni, 16,500,50000,6.455997e-02,4.650715e+09
heat_pth_v4, pat1, 16, 5000,5000,7.371529e+00,1.629241e+10
heat_pth_v4, pat1, 16,50000,500,7.596185e+00,1.581057e+10
heat_pth_v4, pat1, 16,500,50000,7.398577e+00,1.623285e+10
heat_pth_v4, pat2, 16, 5000,5000,7.159212e+00,1.677559e+10
heat_pth_v4, pat2, 16,50000,500,6.559734e+00,1.830867e+10
heat_pth_v4, pat2, 16,500,50000,7.205385e+00,1.666809e+10
heat_pth_v4, areas, 16, 1000,1000,3.700064e+00,3.245890e+10
heat_pth_v4, areas, 16,10000,100,7.822721e+00,1.535271e+10
heat_pth_v4, areas, 16,100,10000,5.355780e+00,2.242437e+10
heat_pth_v4, plasma, 16, 1000,1000,7.878875e+00,1.524329e+10
heat_pth_v4, plasma, 16,10000,100,3.682835e+00,3.261074e+10
heat_pth_v4, plasma, 16,100,10000,7.736046e+00,1.552473e+10
heat_pth_v4, gradient, 16, 1000,1000,4.078093e+00,2.945004e+10
heat_pth_v4, gradient, 16,10000,100,7.794148e+00,1.540900e+10
heat_pth_v4, gradient, 16,100,10000,4.956637e+00,2.423014e+10
heat_pth_v4, uni, 16, 1000,1000,3.524710e-03,3.407373e+09
heat_pth_v4, uni, 16,10000,100,3.629390e-03,3.309096e+09
heat_pth_v4, uni, 16,100,10000,3.715198e-03,3.232668e+09
heat_pth_v4, pat1, 16, 1000,1000,3.726077e+00,3.223229e+10
heat_pth_v4, pat1, 16,10000,100,3.779472e+00,3.177692e+10
heat_pth_v4, pat1, 16,100,10000,4.260774e+00,2.818737e+10
heat_pth_v4, pat2, 16, 1000,1000,3.938166e+00,3.049643e+10
heat_pth_v4, pat2, 16,10000,100,1.425054e+01,8.427752e+09
heat_pth_v4, pat2, 16,100,10000,5.322781e+00,2.256339e+10
heat_pth_v4, areas, 16, 3000,3000,8.017732e+00,1.497780e+10
heat_pth_v4, areas, 16,30000,300,7.382665e+00,1.626621e+10
heat_pth_v4, areas, 16,300,30000,8.590917e+00,1.397848e+10
heat_pth_v4, plasma, 16, 3000,3000,8.007326e+00,1.499727e+10
heat_pth_v4, plasma, 16,30000,300,7.955395e+00,1.509516e+10
heat_pth_v4, plasma, 16,300,30000,8.103103e+00,1.482000e+10
heat_pth_v4, gradient, 16, 3000,3000,7.981157e+00,1.504644e+10
heat_pth_v4, gradient, 16,30000,300,7.624914e+00,1.574942e+10
heat_pth_v4, gradient, 16,300,30000,7.774157e+00,1.544708e+10
heat_pth_v4, uni, 16, 3000,3000,2.253879e-02,4.795732e+09
heat_pth_v4, uni, 16,30000,300,2.212029e-02,4.886464e+09
heat_pth_v4, uni, 16,300,30000,2.219090e-02,4.870916e+09
heat_pth_v4, pat1, 16, 3000,3000,8.756542e+00,1.371409e+10
heat_pth_v4, pat1, 16,30000,300,7.477255e+00,1.606044e+10
heat_pth_v4, pat1, 16,300,30000,8.686067e+00,1.382536e+10
heat_pth_v4, pat2, 16, 3000,3000,9.343837e+00,1.285211e+10
heat_pth_v4, pat2, 16,30000,300,7.198207e+00,1.668304e+10
heat_pth_v4, pat2, 16,300,30000,7.252270e+00,1.655868e+10
heat_pth_v4, areas, 16, 5000,5000,6.999220e+00,1.715905e+10
heat_pth_v4, areas, 16,50000,500,6.927351e+00,1.733707e+10
heat_pth_v4, areas, 16,500,50000,6.869826e+00,1.748225e+10
heat_pth_v4, plasma, 16, 5000,5000,6.959166e+00,1.725781e+10
heat_pth_v4, plasma, 16,50000,500,6.933320e+00,1.732215e+10
