version,pattern,thread,n_rows,n_cols,time_elapsed
histo_seq, gradient, 16, 3000,3000,
histo_seq, gradient, 16,30000,300,
histo_seq, gradient, 16,300,30000,
histo_seq, uni, 16, 3000,3000,
histo_seq, uni, 16,30000,300,
histo_seq, uni, 16,300,30000,
histo_seq, pat1, 16, 3000,3000,
histo_seq, pat1, 16,30000,300,
histo_seq, pat1, 16,300,30000,
histo_seq, pat2, 16, 3000,3000,
histo_seq, pat2, 16,30000,300,
histo_seq, pat2, 16,300,30000,
histo_seq, random, 16, 3000,3000,8.099928
histo_seq, random, 16,30000,300,7.760692
histo_seq, random, 16,300,30000,8.028404
histo_seq, areas, 16, 5000,5000,
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.243798
histo_seq, random, 16,50000,500,2.239815
histo_seq, random, 16,500,50000,2.239520
histo_seq, areas, 16, 1000,1000,9.216820
histo_seq, areas, 16,10000,100,1.511956
histo_seq, areas, 16,100,10000,9.201480
histo_seq, plasma, 16, 1000,1000,
histo_seq, plasma, 16,10000,100,
histo_seq, plasma, 16,100,10000,
histo_seq, gradient, 16, 1000,1000,
histo_seq, gradient, 16,10000,100,
histo_seq, gradient, 16,100,10000,
histo_seq, uni, 16, 1000,1000,
histo_seq, uni, 16,10000,100,
histo_seq, uni, 16,100,10000,
histo_seq, pat1, 16, 1000,1000,
histo_seq, pat1, 16,10000,100,
histo_seq, pat1, 16,100,10000,
histo_seq, pat2, 16, 1000,1000,
histo_seq, pat2, 16,10000,100,
histo_seq, pat2, 16,100,10000,
histo_seq, random, 16, 1000,1000,1.494596
histo_seq, random, 16,10000,100,1.501157
histo_seq, random, 16,100,10000,1.191090
histo_seq, areas, 16, 3000,3000,
histo_seq, areas, 16,30000,300,
histo_seq, areas, 16,300,30000,
histo_seq, plasma, 16, 3000,3000,
histo_seq, plasma, 16,30000,300,
histo_seq, plasma, 16,300,30000,
histo_seq, gradient, 16, 3000,3000,
histo_seq, gradient, 16,30000,300,
histo_seq, gradient, 16,300,30000,
histo_seq, uni, 16, 3000,3000,
histo_seq, uni, 16,30000,300,
histo_seq, uni, 16,300,30000,
histo_seq, pat1, 16, 3000,3000,
histo_seq, pat1, 16,30000,300,
histo_seq, pat1, 16,300,30000,
histo_seq, pat2, 16, 3000,3000,
histo_seq, pat2, 16,30000,300,
histo_seq, pat2, 16,300,30000,
histo_seq, random, 16, 3000,3000,8.069693
histo_seq, random, 16,30000,300,7.971213
histo_seq, random, 16,300,30000,1.035385
histo_seq, areas, 16, 5000,5000,
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.243402
histo_seq, random, 16,50000,500,2.246776
histo_seq, random, 16,500,50000,2.905002
histo_seq, areas, 16, 1000,1000,9.272680
histo_seq, areas, 16,10000,100,9.509710
histo_seq, areas, 16,100,10000,9.431900
histo_seq, plasma, 16, 1000,1000,1.037447
histo_seq, plasma, 16,10000,100,8.738910
histo_seq, plasma, 16,100,10000,
histo_seq, gradient, 16, 1000,1000,
histo_seq, gradient, 16,10000,100,
histo_seq, gradient, 16,100,10000,
histo_seq, uni, 16, 1000,1000,
histo_seq, uni, 16,10000,100,
histo_seq, uni, 16,100,10000,
histo_seq, pat1, 16, 1000,1000,
histo_seq, pat1, 16,10000,100,
histo_seq, pat1, 16,100,10000,
histo_seq, pat2, 16, 1000,1000,
histo_seq, pat2, 16,10000,100,
histo_seq, pat2, 16,100,10000,
histo_seq, random, 16, 1000,1000,1.227319
histo_seq, random, 16,10000,100,1.395879
histo_seq, random, 16,100,10000,1.418001
histo_seq, areas, 16, 3000,3000,
histo_seq, areas, 16,30000,300,
histo_seq, areas, 16,300,30000,
histo_seq, plasma, 16, 3000,3000,
histo_seq, plasma, 16,30000,300,
histo_seq, plasma, 16,300,30000,
histo_seq, gradient, 16, 3000,3000,
histo_seq, gradient, 16,30000,300,
histo_seq, gradient, 16,300,30000,
histo_seq, uni, 16, 3000,3000,
histo_seq, uni, 16,30000,300,
histo_seq, uni, 16,300,30000,
histo_seq, pat1, 16, 3000,3000,
histo_seq, pat1, 16,30000,300,
histo_seq, pat1, 16,300,30000,
histo_seq, pat2, 16, 3000,3000,
histo_seq, pat2, 16,30000,300,
histo_seq, pat2, 16,300,30000,
histo_seq, random, 16, 3000,3000,7.881147
histo_seq, random, 16,30000,300,1.034086
histo_seq, random, 16,300,30000,8.046245
histo_seq, areas, 16, 5000,5000,
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.237799
histo_seq, random, 16,50000,500,2.896721
histo_seq, random, 16,500,50000,2.245394
histo_seq, areas, 16, 1000,1000,9.305800
histo_seq, areas, 16,10000,100,9.700760
histo_seq, areas, 16,100,10000,9.509660
histo_seq, plasma, 16, 1000,1000,1.035246
histo_seq, plasma, 16,10000,100,8.442180
histo_seq, plasma, 16,100,10000,1.433417
histo_seq, gradient, 16, 1000,1000,1.137758
histo_seq, gradient, 16,10000,100,1.922847
histo_seq, gradient, 16,100,10000,2.499934
histo_seq, uni, 16, 1000,1000,2.522926
histo_seq, uni, 16,10000,100,2.526048
histo_seq, uni, 16,100,10000,2.537060
histo_seq, pat1, 16, 1000,1000,2.423205
histo_seq, pat1, 16,10000,100,2.293136
histo_seq, pat1, 16,100,10000,2.455636
histo_seq, pat2, 16, 1000,1000,2.497637
histo_seq, pat2, 16,10000,100,2.530141
histo_seq, pat2, 16,100,10000,2.520172
histo_seq, random, 16, 1000,1000,1.201111
histo_seq, random, 16,10000,100,1.213309
histo_seq, random, 16,100,10000,1.298978
histo_seq, areas, 16, 3000,3000,7.414906
histo_seq, areas, 16,30000,300,7.502396
histo_seq, areas, 16,300,30000,7.504049
histo_seq, plasma, 16, 3000,3000,8.735830
histo_seq, plasma, 16,30000,300,
histo_seq, plasma, 16,300,30000,
histo_seq, gradient, 16, 3000,3000,
histo_seq, gradient, 16,30000,300,
histo_seq, gradient, 16,300,30000,
histo_seq, uni, 16, 3000,3000,
histo_seq, uni, 16,30000,300,
histo_seq, uni, 16,300,30000,
histo_seq, pat1, 16, 3000,3000,
histo_seq, pat1, 16,30000,300,
histo_seq, pat1, 16,300,30000,
histo_seq, pat2, 16, 3000,3000,
histo_seq, pat2, 16,30000,300,
histo_seq, pat2, 16,300,30000,
histo_seq, random, 16, 3000,3000,8.068906
histo_seq, random, 16,30000,300,8.062591
histo_seq, random, 16,300,30000,8.068589
histo_seq, areas, 16, 5000,5000,
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.251028
histo_seq, random, 16,50000,500,2.247964
histo_seq, random, 16,500,50000,2.236704
histo_seq, areas, 16, 1000,1000,8.987770
histo_seq, areas, 16,10000,100,1.091107
histo_seq, areas, 16,100,10000,9.445680
histo_seq, plasma, 16, 1000,1000,1.008140
histo_seq, plasma, 16,10000,100,8.648470
histo_seq, plasma, 16,100,10000,1.397578
histo_seq, gradient, 16, 1000,1000,1.114084
histo_seq, gradient, 16,10000,100,1.919404
histo_seq, gradient, 16,100,10000,2.525020
histo_seq, uni, 16, 1000,1000,2.519551
histo_seq, uni, 16,10000,100,2.522297
histo_seq, uni, 16,100,10000,2.533203
histo_seq, pat1, 16, 1000,1000,2.438234
histo_seq, pat1, 16,10000,100,2.296469
histo_seq, pat1, 16,100,10000,2.457910
histo_seq, pat2, 16, 1000,1000,2.504528
histo_seq, pat2, 16,10000,100,2.522043
histo_seq, pat2, 16,100,10000,2.513873
histo_seq, random, 16, 1000,1000,1.157414
histo_seq, random, 16,10000,100,1.153815
histo_seq, random, 16,100,10000,1.211611
histo_seq, areas, 16, 3000,3000,7.319170
histo_seq, areas, 16,30000,300,7.474568
histo_seq, areas, 16,300,30000,7.399053
histo_seq, plasma, 16, 3000,3000,8.896445
histo_seq, plasma, 16,30000,300,
histo_seq, plasma, 16,300,30000,
histo_seq, gradient, 16, 3000,3000,
histo_seq, gradient, 16,30000,300,
histo_seq, gradient, 16,300,30000,
histo_seq, uni, 16, 3000,3000,
histo_seq, uni, 16,30000,300,
histo_seq, uni, 16,300,30000,
histo_seq, pat1, 16, 3000,3000,
histo_seq, pat1, 16,30000,300,
histo_seq, pat1, 16,300,30000,
histo_seq, pat2, 16, 3000,3000,
histo_seq, pat2, 16,30000,300,
histo_seq, pat2, 16,300,30000,
histo_seq, random, 16, 3000,3000,8.078314
histo_seq, random, 16,30000,300,1.038760
histo_seq, random, 16,300,30000,8.073771
histo_seq, areas, 16, 5000,5000,
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.905194
histo_seq, random, 16,50000,500,2.249230
histo_seq, random, 16,500,50000,2.241017
histo_seq, areas, 16, 1000,1000,1.060105
histo_seq, areas, 16,10000,100,9.507170
histo_seq, areas, 16,100,10000,9.665420
histo_seq, plasma, 16, 1000,1000,1.142015
histo_seq, plasma, 16,10000,100,1.019456
histo_seq, plasma, 16,100,10000,1.431205
histo_seq, gradient, 16, 1000,1000,1.132184
histo_seq, gradient, 16,10000,100,1.876293
histo_seq, gradient, 16,100,10000,2.500294
histo_seq, uni, 16, 1000,1000,2.543666
histo_seq, uni, 16,10000,100,2.538393
histo_seq, uni, 16,100,10000,2.524945
histo_seq, pat1, 16, 1000,1000,2.439627
histo_seq, pat1, 16,10000,100,2.309135
histo_seq, pat1, 16,100,10000,2.454843
histo_seq, pat2, 16, 1000,1000,2.503374
histo_seq, pat2, 16,10000,100,2.538292
histo_seq, pat2, 16,100,10000,2.523234
histo_seq, random, 16, 1000,1000,1.158503
histo_seq, random, 16,10000,100,1.209442
histo_seq, random, 16,100,10000,1.493702
histo_seq, areas, 16, 3000,3000,7.525775
histo_seq, areas, 16,30000,300,7.348361
histo_seq, areas, 16,300,30000,7.526510
histo_seq, plasma, 16, 3000,3000,8.708812
histo_seq, plasma, 16,30000,300,7.698952
histo_seq, plasma, 16,300,30000,
histo_seq, gradient, 16, 3000,3000,
histo_seq, gradient, 16,30000,300,
histo_seq, gradient, 16,300,30000,
histo_seq, uni, 16, 3000,3000,
histo_seq, uni, 16,30000,300,
histo_seq, uni, 16,300,30000,
histo_seq, pat1, 16, 3000,3000,
histo_seq, pat1, 16,30000,300,
histo_seq, pat1, 16,300,30000,
histo_seq, pat2, 16, 3000,3000,
histo_seq, pat2, 16,30000,300,
histo_seq, pat2, 16,300,30000,
histo_seq, random, 16, 3000,3000,8.085577
histo_seq, random, 16,30000,300,6.492374
histo_seq, random, 16,300,30000,8.066335
histo_seq, areas, 16, 5000,5000,
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.243641
histo_seq, random, 16,50000,500,2.245193
histo_seq, random, 16,500,50000,2.244473
histo_seq, areas, 16, 1000,1000,9.352350
histo_seq, areas, 16,10000,100,9.472240
histo_seq, areas, 16,100,10000,9.111770
histo_seq, plasma, 16, 1000,1000,1.057661
histo_seq, plasma, 16,10000,100,8.657830
histo_seq, plasma, 16,100,10000,1.408632
histo_seq, gradient, 16, 1000,1000,1.113717
histo_seq, gradient, 16,10000,100,1.879147
histo_seq, gradient, 16,100,10000,2.501471
histo_seq, uni, 16, 1000,1000,2.533524
histo_seq, uni, 16,10000,100,2.530405
histo_seq, uni, 16,100,10000,2.529408
histo_seq, pat1, 16, 1000,1000,2.437524
histo_seq, pat1, 16,10000,100,2.301334
histo_seq, pat1, 16,100,10000,2.450279
histo_seq, pat2, 16, 1000,1000,2.503689
histo_seq, pat2, 16,10000,100,2.519585
histo_seq, pat2, 16,100,10000,2.527474
histo_seq, random, 16, 1000,1000,1.217093
histo_seq, random, 16,10000,100,9.251980
histo_seq, random, 16,100,10000,1.155877
histo_seq, areas, 16, 3000,3000,7.607076
histo_seq, areas, 16,30000,300,7.428989
histo_seq, areas, 16,300,30000,7.522634
histo_seq, plasma, 16, 3000,3000,8.750273
histo_seq, plasma, 16,30000,300,8.932214
histo_seq, plasma, 16,300,30000,
histo_seq, gradient, 16, 3000,3000,
histo_seq, gradient, 16,30000,300,
histo_seq, gradient, 16,300,30000,
histo_seq, uni, 16, 3000,3000,
histo_seq, uni, 16,30000,300,
histo_seq, uni, 16,300,30000,
histo_seq, pat1, 16, 3000,3000,
histo_seq, pat1, 16,30000,300,
histo_seq, pat1, 16,300,30000,
histo_seq, pat2, 16, 3000,3000,
histo_seq, pat2, 16,30000,300,
histo_seq, pat2, 16,300,30000,
histo_seq, random, 16, 3000,3000,8.034543
histo_seq, random, 16,30000,300,8.086451
histo_seq, random, 16,300,30000,1.038664
histo_seq, areas, 16, 5000,5000,
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.239763
histo_seq, random, 16,50000,500,2.247017
histo_seq, random, 16,500,50000,2.248475
histo_seq, areas, 16, 1000,1000,1.076795
histo_seq, areas, 16,10000,100,1.227660
histo_seq, areas, 16,100,10000,9.444590
histo_seq, plasma, 16, 1000,1000,8.476420
histo_seq, plasma, 16,10000,100,8.358700
histo_seq, plasma, 16,100,10000,1.454665
histo_seq, gradient, 16, 1000,1000,1.120901
histo_seq, gradient, 16,10000,100,2.568335
histo_seq, gradient, 16,100,10000,2.524155
histo_seq, uni, 16, 1000,1000,2.537565
histo_seq, uni, 16,10000,100,2.535352
histo_seq, uni, 16,100,10000,3.420831
histo_seq, pat1, 16, 1000,1000,2.448197
histo_seq, pat1, 16,10000,100,2.302087
histo_seq, pat1, 16,100,10000,2.461111
histo_seq, pat2, 16, 1000,1000,2.498579
histo_seq, pat2, 16,10000,100,2.542606
histo_seq, pat2, 16,100,10000,2.547147
histo_seq, random, 16, 1000,1000,7.647670
histo_seq, random, 16,10000,100,1.156242
histo_seq, random, 16,100,10000,1.148099
histo_seq, areas, 16, 3000,3000,7.494245
histo_seq, areas, 16,30000,300,7.298030
histo_seq, areas, 16,300,30000,7.480295
histo_seq, plasma, 16, 3000,3000,8.747742
histo_seq, plasma, 16,30000,300,7.348001
histo_seq, plasma, 16,300,30000,1.143071
histo_seq, gradient, 16, 3000,3000,1.133688
histo_seq, gradient, 16,30000,300,2.135942
histo_seq, gradient, 16,300,30000,1.759841
histo_seq, uni, 16, 3000,3000,1.777286
histo_seq, uni, 16,30000,300,1.794192
histo_seq, uni, 16,300,30000,1.776118
histo_seq, pat1, 16, 3000,3000,1.786385
histo_seq, pat1, 16,30000,300,1.739716
histo_seq, pat1, 16,300,30000,1.772711
histo_seq, pat2, 16, 3000,3000,2.320869
histo_seq, pat2, 16,30000,300,1.827470
histo_seq, pat2, 16,300,30000,1.785388
histo_seq, random, 16, 3000,3000,8.045304
histo_seq, random, 16,30000,300,8.079465
histo_seq, random, 16,300,30000,8.050615
histo_seq, areas, 16, 5000,5000,2.120800
histo_seq, areas, 16,50000,500,
histo_seq, areas, 16,500,50000,
histo_seq, plasma, 16, 5000,5000,
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.244401
histo_seq, random, 16,50000,500,2.249049
histo_seq, random, 16,500,50000,2.901446
histo_seq, areas, 16, 1000,1000,1.019329
histo_seq, areas, 16,10000,100,9.708720
histo_seq, areas, 16,100,10000,9.212040
histo_seq, plasma, 16, 1000,1000,1.032509
histo_seq, plasma, 16,10000,100,8.743770
histo_seq, plasma, 16,100,10000,1.397383
histo_seq, gradient, 16, 1000,1000,1.143341
histo_seq, gradient, 16,10000,100,1.881146
histo_seq, gradient, 16,100,10000,2.491149
histo_seq, uni, 16, 1000,1000,2.525500
histo_seq, uni, 16,10000,100,2.528602
histo_seq, uni, 16,100,10000,2.553881
histo_seq, pat1, 16, 1000,1000,2.424942
histo_seq, pat1, 16,10000,100,2.302187
histo_seq, pat1, 16,100,10000,2.479442
histo_seq, pat2, 16, 1000,1000,2.524872
histo_seq, pat2, 16,10000,100,2.519506
histo_seq, pat2, 16,100,10000,2.622964
histo_seq, random, 16, 1000,1000,1.295939
histo_seq, random, 16,10000,100,1.202586
histo_seq, random, 16,100,10000,1.221989
histo_seq, areas, 16, 3000,3000,7.343327
histo_seq, areas, 16,30000,300,7.557854
histo_seq, areas, 16,300,30000,7.330744
histo_seq, plasma, 16, 3000,3000,9.556314
histo_seq, plasma, 16,30000,300,7.516625
histo_seq, plasma, 16,300,30000,1.153449
histo_seq, gradient, 16, 3000,3000,1.129984
histo_seq, gradient, 16,30000,300,1.583463
histo_seq, gradient, 16,300,30000,1.738992
histo_seq, uni, 16, 3000,3000,1.785398
histo_seq, uni, 16,30000,300,1.862242
histo_seq, uni, 16,300,30000,1.779426
histo_seq, pat1, 16, 3000,3000,1.768591
histo_seq, pat1, 16,30000,300,1.695854
histo_seq, pat1, 16,300,30000,1.736579
histo_seq, pat2, 16, 3000,3000,1.794490
histo_seq, pat2, 16,30000,300,1.766240
histo_seq, pat2, 16,300,30000,1.763332
histo_seq, random, 16, 3000,3000,8.030178
histo_seq, random, 16,30000,300,8.055475
histo_seq, random, 16,300,30000,8.123070
histo_seq, areas, 16, 5000,5000,2.128261
histo_seq, areas, 16,50000,500,2.112349
histo_seq, areas, 16,500,50000,2.122895
histo_seq, plasma, 16, 5000,5000,2.524548
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.241124
histo_seq, random, 16,50000,500,2.283339
histo_seq, random, 16,500,50000,2.248275
histo_seq, areas, 16, 1000,1000,9.500170
histo_seq, areas, 16,10000,100,9.831780
histo_seq, areas, 16,100,10000,1.026552
histo_seq, plasma, 16, 1000,1000,1.011782
histo_seq, plasma, 16,10000,100,8.327350
histo_seq, plasma, 16,100,10000,1.460898
histo_seq, gradient, 16, 1000,1000,1.112561
histo_seq, gradient, 16,10000,100,1.883016
histo_seq, gradient, 16,100,10000,2.506051
histo_seq, uni, 16, 1000,1000,2.520514
histo_seq, uni, 16,10000,100,2.539719
histo_seq, uni, 16,100,10000,2.529721
histo_seq, pat1, 16, 1000,1000,2.424066
histo_seq, pat1, 16,10000,100,2.296333
histo_seq, pat1, 16,100,10000,1.849652
histo_seq, pat2, 16, 1000,1000,2.515996
histo_seq, pat2, 16,10000,100,2.541827
histo_seq, pat2, 16,100,10000,2.514962
histo_seq, random, 16, 1000,1000,1.218571
histo_seq, random, 16,10000,100,1.215628
histo_seq, random, 16,100,10000,1.215342
histo_seq, areas, 16, 3000,3000,7.453441
histo_seq, areas, 16,30000,300,7.369413
histo_seq, areas, 16,300,30000,7.327374
histo_seq, plasma, 16, 3000,3000,8.724634
histo_seq, plasma, 16,30000,300,7.364783
histo_seq, plasma, 16,300,30000,1.140582
histo_seq, gradient, 16, 3000,3000,1.477375
histo_seq, gradient, 16,30000,300,1.596702
histo_seq, gradient, 16,300,30000,1.838959
histo_seq, uni, 16, 3000,3000,2.770110
histo_seq, uni, 16,30000,300,1.757805
histo_seq, uni, 16,300,30000,1.786489
histo_seq, pat1, 16, 3000,3000,1.810822
histo_seq, pat1, 16,30000,300,1.687077
histo_seq, pat1, 16,300,30000,1.739578
histo_seq, pat2, 16, 3000,3000,1.765483
histo_seq, pat2, 16,30000,300,1.761801
histo_seq, pat2, 16,300,30000,2.409533
histo_seq, random, 16, 3000,3000,8.089162
histo_seq, random, 16,30000,300,8.024141
histo_seq, random, 16,300,30000,8.105456
histo_seq, areas, 16, 5000,5000,2.105160
histo_seq, areas, 16,50000,500,2.124831
histo_seq, areas, 16,500,50000,2.245488
histo_seq, plasma, 16, 5000,5000,2.520672
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.249772
histo_seq, random, 16,50000,500,1.755350
histo_seq, random, 16,500,50000,2.245251
histo_seq, areas, 16, 1000,1000,9.701950
histo_seq, areas, 16,10000,100,9.430830
histo_seq, areas, 16,100,10000,9.420340
histo_seq, plasma, 16, 1000,1000,1.016660
histo_seq, plasma, 16,10000,100,8.384370
histo_seq, plasma, 16,100,10000,1.714763
histo_seq, gradient, 16, 1000,1000,1.112730
histo_seq, gradient, 16,10000,100,1.871881
histo_seq, gradient, 16,100,10000,2.497936
histo_seq, uni, 16, 1000,1000,2.523921
histo_seq, uni, 16,10000,100,2.542141
histo_seq, uni, 16,100,10000,2.541480
histo_seq, pat1, 16, 1000,1000,2.426191
histo_seq, pat1, 16,10000,100,1.717438
histo_seq, pat1, 16,100,10000,1.848709
histo_seq, pat2, 16, 1000,1000,2.507031
histo_seq, pat2, 16,10000,100,2.551852
histo_seq, pat2, 16,100,10000,2.520446
histo_seq, random, 16, 1000,1000,1.199601
histo_seq, random, 16,10000,100,1.421503
histo_seq, random, 16,100,10000,1.214703
histo_seq, areas, 16, 3000,3000,9.434979
histo_seq, areas, 16,30000,300,7.435803
histo_seq, areas, 16,300,30000,7.576957
histo_seq, plasma, 16, 3000,3000,8.606258
histo_seq, plasma, 16,30000,300,7.279545
histo_seq, plasma, 16,300,30000,1.128860
histo_seq, gradient, 16, 3000,3000,1.128277
histo_seq, gradient, 16,30000,300,1.583716
histo_seq, gradient, 16,300,30000,1.758215
histo_seq, uni, 16, 3000,3000,1.757588
histo_seq, uni, 16,30000,300,1.813429
histo_seq, uni, 16,300,30000,1.861075
histo_seq, pat1, 16, 3000,3000,1.727354
histo_seq, pat1, 16,30000,300,1.722639
histo_seq, pat1, 16,300,30000,1.747769
histo_seq, pat2, 16, 3000,3000,1.765266
histo_seq, pat2, 16,30000,300,1.763595
histo_seq, pat2, 16,300,30000,1.771236
histo_seq, random, 16, 3000,3000,1.036094
histo_seq, random, 16,30000,300,8.078702
histo_seq, random, 16,300,30000,8.057770
histo_seq, areas, 16, 5000,5000,2.122426
histo_seq, areas, 16,50000,500,2.130227
histo_seq, areas, 16,500,50000,2.124931
histo_seq, plasma, 16, 5000,5000,2.488201
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
