n_nums,buffersize,runtime
5601,100,1.270596
5601,100,1.529583
5601,100,1.513211
5601,100,1.268974
5601,100,1.423447
6101,100,1.823228
6101,100,1.62753
6101,100,1.706022
6101,100,1.534662
6201,100,1.607409
6201,100,1.503975
6201,100,1.513516
6201,100,1.341643
6201,100,1.645604
6201,100,1.538327
6201,100,1.601368
6201,100,1.54217
6201,100,1.653039
6201,100,1.733958
6201,100,1.517043
6201,100,1.629677
6201,100,1.581989
6201,100,1.592381
6201,100,1.632815
6201,100,1.378143
6201,100,1.427848
6201,100,1.397442
5701,100,1.266092
5701,100,1.21971
5701,100,1.203482
5701,100,1.347427
5701,100,1.459783
5701,100,1.206839
5701,100,1.376412
5701,100,1.360534
5701,100,1.54151
5701,100,1.314726
5701,100,1.373237
5701,100,1.344159
5701,100,1.254873
5701,100,1.297063
5701,100,1.269802
5701,100,1.362036
5701,100,1.411255
5701,100,1.499528
5701,100,1.640152
6201,100,1.437027
6301,100,1.795032
6301,100,1.653767
6301,100,1.581554
6301,100,1.715635
6301,100,1.913053
6301,100,1.582997
6301,100,1.695507
6301,100,1.378165
6301,100,1.604885
6301,100,1.358414
6301,100,1.771106
6301,100,1.44183
5801,100,1.450495
5801,100,1.504009
5801,100,1.373476
5801,100,1.356427
5801,100,1.351957
6301,100,1.822292
6301,100,1.590437
6301,100,1.652022
6301,100,1.511426
6301,100,1.633116
6301,100,1.568454
6401,100,1.575312
6401,100,1.596489
6401,100,1.542067
6401,100,1.598421
6401,100,1.698912
6401,100,1.543128
6401,100,1.560409
6401,100,1.702314
6401,100,1.525459
6401,100,1.8077
5801,100,1.514121
5801,100,1.456199
5801,100,1.387922
5801,100,1.284728
5801,100,1.532145
5801,100,1.42656
5801,100,1.411673
5801,100,1.205643
5801,100,1.208266
5801,100,1.226377
5801,100,1.539996
5801,100,1.372323
5901,100,1.481957
5901,100,1.348909
5901,100,1.501053
5901,100,1.541857
5901,100,1.359131
5901,100,1.581024
5901,100,1.417175
5901,100,1.621885
5901,100,1.356727
5901,100,1.372584
5901,100,1.538189
5901,100,1.382447
5901,100,1.380572
5901,100,1.492203
5901,100,1.499316
5901,100,1.299636
5901,100,1.448614
5901,100,1.512382
5901,100,1.632742
6401,100,1.76854
6401,100,1.505106
6401,100,1.57634
6401,100,1.823659
6401,100,1.772326
6401,100,1.614138
6401,100,1.68042
6401,100,1.517171
6401,100,1.649844
6501,100,1.892713
6001,100,1.404137
6001,100,1.409568
6001,100,1.249491
6501,100,1.5924
6001,100,1.558325
6501,100,1.502318
6501,100,1.717989
6501,100,1.66934
6501,100,1.542792
6501,100,1.68187
6001,100,1.48974
6501,100,1.728907
6501,100,1.455316
6501,100,1.788869
6501,100,1.520392
6501,100,1.729043
6501,100,1.678627
6501,100,1.565662
6501,100,1.512755
6501,100,1.907542
6501,100,1.442743
6601,100,2.044613
6601,100,1.605496
6601,100,1.653999
6601,100,1.860346
6001,100,1.503831
6001,100,1.602509
6001,100,1.375579
6001,100,1.750952
6601,100,1.534258
6601,100,1.553311
6601,100,1.644019
6601,100,1.890471
6001,100,1.342642
6601,100,1.549078
6601,100,1.593371
6601,100,1.950805
6601,100,1.717414
6001,100,1.657875
6001,100,1.652052
6001,100,1.514971
6001,100,1.473995
6101,100,1.325834
6101,100,1.606505
6101,100,1.547759
6601,100,1.592652
6601,100,1.639146
6101,100,1.49583
6101,100,1.520273
6101,100,1.377236
6101,100,1.427058
6101,100,1.394181
6101,100,1.508967
6101,100,1.680804
6101,100,1.334189
6101,100,1.595684
6101,100,1.698108
6101,100,1.45416
6101,100,1.39972
6101,100,1.497598
6101,100,1.485861
6101,100,1.247422
6701,100,1.586964
6701,100,1.641877
6701,100,1.592136
6701,100,1.69159
6701,100,1.691193
6701,100,1.550104
6701,100,1.697484
6701,100,1.832775
6701,100,1.782469
6701,100,1.80011
6701,100,1.714293
6701,100,1.808783
6701,100,1.716324
6701,100,1.694044
6701,100,1.558666
6201,100,1.5338
6201,100,1.640548
6201,100,1.46744
6201,100,1.416153
6201,100,1.387789
6201,100,1.340862
6201,100,1.456568
6201,100,1.434252
6201,100,1.624007
6201,100,1.496714
6201,100,1.589748
