n_nums,buffersize,runtime
500,3,4.493074
500,4,4.172227
500,5,4.493349
500,6,4.362343
500,7,4.367813
500,8,4.200200
500,9,4.442014
500,10,4.265668
500,12,4.435539
500,14,4.383804
500,16,4.278386
500,18,4.335140
500,20,4.298973
500,25,4.137054
500,30,4.547454
500,35,4.096480
500,40,4.263352
500,45,4.221883
500,50,4.314136
500,100,4.344411
500,200,4.461302
500,300,4.243340
500,400,4.519920
500,500,4.099476
500,600,4.428038
500,700,4.222731
500,800,4.222981
500,900,4.291367
500,1000,4.259812
1000,1,1.113526
1000,2,9.986535
1000,3,1.206908
1000,4,1.156438
1000,5,1.161372
1000,6,1.188758
1000,7,1.225251
1000,8,1.143292
1000,9,1.062684
1000,10,1.126136
1000,12,1.158210
1000,14,1.113917
1000,16,1.097454
1000,18,1.177633
1000,20,1.232279
1000,25,1.160874
1000,30,9.364858
1000,35,1.178631
1000,40,1.107619
1000,45,1.258819
1000,50,9.909445
1000,100,1.103184
1000,200,1.210953
1000,300,1.229442
1000,400,9.651600
1000,500,1.142935
1000,600,1.156766
1000,700,1.095478
1000,800,8.927025
1000,900,9.038102
1000,1000,1.168640
2000,1,3.302422
2000,2,3.181138
2000,3,3.384332
2000,4,3.205340
2000,5,3.336912
2000,6,3.431927
2000,7,3.733265
2000,8,3.583897
2000,9,3.442981
2000,10,3.224623
2000,12,3.345659
2000,14,3.285170
2000,16,2.768115
2000,18,3.599229
2000,20,3.856931
2000,25,3.182669
2000,30,3.516021
2000,35,3.221447
2000,40,3.107172
2000,45,3.308231
2000,50,3.623501
2000,100,3.494582
2000,200,3.431408
2000,300,3.356336
2000,400,3.663994
2000,500,3.422282
2000,600,3.175944
2000,700,3.498279
2000,800,3.659746
2000,900,3.247498
2000,1000,3.300229
3000,1,5.643002
3000,2,6.184016
3000,3,5.724823
3000,4,5.155960
3000,5,6.438323
3000,6,5.262923
3000,7,6.076540
3000,8,6.342642
3000,9,5.869906
3000,10,7.220213
3000,12,5.544047
3000,14,5.160573
3000,16,6.691753
3000,18,5.474510
3000,20,6.576500
3000,25,5.900377
3000,30,5.385053
3000,35,5.469280
3000,40,6.028611
3000,45,6.822082
3000,50,5.741312
3000,100,5.443460
3000,200,6.283752
3000,300,5.376310
3000,400,5.380328
3000,500,5.954268
3000,600,5.770737
3000,700,5.529100
3000,800,5.267054
3000,900,6.100019
3000,1000,5.933517
4000,1,8.020055
4000,2,8.338091
4000,3,8.662822
4000,4,8.559751
4000,5,8.012773
4000,6,8.754772
4000,7,8.100266
4000,8,9.548822
4000,9,8.776778
4000,10,8.154731
4000,12,7.211645
4000,14,7.875250
4000,16,7.704051
4000,18,8.104801
4000,20,1.004596
4000,25,7.772429
4000,30,8.711890
4000,35,9.075487
4000,40,1.014447
4000,45,1.059661
4000,50,9.995811
4000,100,8.763161
4000,200,9.939570
4000,300,1.000372
4000,400,8.198173
4000,500,8.085024
4000,600,8.781539
4000,700,7.431414
4000,800,9.070899
4000,900,9.124762
4000,1000,9.136772
10,1,1.139560
10,2,1.167598
10,3,1.141758
10,4,1.129018
10,5,1.085753
10,6,1.090396
10,7,1.227760
10,8,1.108689
10,9,1.150334
10,10,1.139389
10,12,1.259891
10,14,1.187386
10,16,1.223513
10,18,1.057364
10,20,1.169619
10,25,1.143652
10,30,1.120433
10,35,1.154253
10,40,1.230008
10,45,1.196151
10,50,1.142227
10,100,1.171238
10,200,1.215443
10,300,1.114230
10,400,1.121233
10,500,1.239779
10,600,1.221968
10,700,1.077761
10,800,1.147268
10,900,1.198012
10,1000,1.172485
50,1,4.487008
50,2,4.532015
50,3,3.925727
50,4,4.529884
50,5,4.261710
50,6,4.401074
50,7,4.549095
50,8,4.468008
50,9,4.447693
50,10,4.288347
50,12,4.370780
50,14,4.256343
50,16,4.632828
50,18,4.519595
50,20,4.384482
50,25,4.421895
50,30,4.417977
50,35,4.404026
50,40,4.552128
50,45,4.564169
50,50,4.433734
50,100,4.722652
50,200,4.496248
50,300,4.584871
50,400,4.220409
50,500,4.546429
50,600,4.842371
50,700,4.546047
50,800,4.356542
50,900,4.406276
50,1000,4.446423
100,1,8.978549
100,2,8.933003
100,3,8.960505
100,4,8.927293
100,5,8.141523
100,6,8.765478
100,7,8.626196
100,8,8.922906
100,9,9.042794
100,10,9.052978
100,12,9.067406
100,14,8.470988
100,16,9.053941
100,18,8.480502
100,20,9.023813
100,25,8.643328
100,30,8.958096
100,35,8.960965
100,40,9.000998
100,45,8.965162
100,50,9.315132
100,100,9.210872
100,200,9.302896
100,300,8.412034
100,400,9.049434
100,500,9.055027
100,600,8.932429
100,700,9.047513
100,800,8.494851
100,900,8.478136
100,1000,9.285597
500,1,4.310244
500,2,4.371007
500,3,4.319202
500,4,4.251995
500,5,4.353752
500,6,4.387741
500,7,4.180299
500,8,4.132653
500,9,4.374839
500,10,4.334078
500,12,4.353070
500,14,4.167391
500,16,4.256110
500,18,4.229498
500,20,4.322607
500,25,4.323462
500,30,4.230040
500,35,4.224198
500,40,4.307173
500,45,4.363135
500,50,4.422889
500,100,4.409936
500,200,4.292191
500,300,4.294248
500,400,4.328412
500,500,4.461895
500,600,4.318107
500,700,4.328414
500,800,4.237332
500,900,4.184062
500,1000,4.279312
1000,1,1.201215
1000,2,1.079265
1000,3,1.188284
1000,4,1.206947
1000,5,1.117953
1000,6,1.198420
1000,7,1.057839
1000,8,1.134701
1000,9,1.099009
1000,10,1.081437
1000,12,1.226478
1000,14,9.563918
1000,16,1.148463
1000,18,1.156709
1000,20,1.059389
1000,25,1.084193
1000,30,9.552812
1000,35,9.841232
1000,40,1.148606
1000,45,1.000283
1000,50,1.181188
1000,100,1.228229
1000,200,1.057472
1000,300,1.111747
1000,400,1.164434
1000,500,1.072733
1000,600,1.172436
1000,700,1.139523
1000,800,1.056308
1000,900,1.024043
1000,1000,8.909491
2000,1,3.712669
2000,2,3.351848
2000,3,3.468198
2000,4,3.195073
2000,5,3.019541
2000,6,3.401210
2000,7,4.076862
2000,8,3.105037
2000,9,3.355038
2000,10,3.458890
2000,12,3.466357
2000,14,3.625196
2000,16,3.347140
2000,18,3.657914
2000,20,3.201337
2000,25,3.530335
2000,30,3.805044
2000,35,3.442367
2000,40,3.603844
2000,45,3.271574
2000,50,3.457863
2000,100,3.007588
2000,200,3.365059
2000,300,3.655750
2000,400,3.348407
2000,500,3.686690
2000,600,3.466426
2000,700,3.209065
2000,800,3.131499
2000,900,3.789857
2000,1000,3.524063
3000,1,5.998684
3000,2,5.451432
3000,3,6.759319
3000,4,5.745392
3000,5,7.213963
3000,6,5.703961
3000,7,6.183544
3000,8,6.159400
3000,9,5.527357
3000,10,6.281587
3000,12,6.002871
3000,14,6.258857
3000,16,5.525605
3000,18,6.132867
3000,20,6.986593
3000,25,6.815198
3000,30,5.245960
3000,35,6.031831
3000,40,6.581970
3000,45,6.269933
3000,50,5.177453
3000,100,6.187747
3000,200,6.917456
3000,300,6.226548
3000,400,5.440981
3000,500,5.682373
3000,600,5.631420
3000,700,5.686045
3000,800,6.421432
3000,900,6.399894
3000,1000,6.758441
4000,1,8.393266
4000,2,8.687657
4000,3,9.127770
4000,4,9.423147
4000,5,8.772359
4000,6,8.560502
4000,7,8.453078
4000,8,8.069859
4000,9,8.938103
4000,10,9.151772
4000,12,8.549376
4000,14,8.060937
4000,16,7.988630
4000,18,8.565280
4000,20,8.875271
4000,25,8.244481
4000,30,8.370402
4000,35,1.041482
4000,40,8.171587
4000,45,9.463967
4000,50,9.646477
4000,100,9.022974
4000,200,8.406273
4000,300,8.654296
4000,400,8.711598
4000,500,1.009387
4000,600,7.621613
4000,700,9.639646
4000,800,1.009126
4000,900,9.157265
4000,1000,9.128299
10,1,1.202032
10,2,1.179140
10,3,1.207787
10,4,1.233079
10,5,1.216605
10,6,1.121739
10,7,1.209109
10,8,1.261811
10,9,1.219665
10,10,1.217673
10,12,1.119791
10,14,1.198259
10,16,1.086509
10,18,1.241425
10,20,1.240826
10,25,1.176959
10,30,1.153124
10,35,1.256566
10,40,1.217733
10,45,1.143912
10,50,1.197067
10,100,1.215188
10,200,1.160712
10,300,1.137525
10,400,1.160750
10,500,1.247203
10,600,1.255082
10,700,1.134799
10,800,1.105688
10,900,1.102512
10,1000,1.225459
50,1,4.338181
50,2,4.421374
50,3,4.463388
50,4,4.631438
50,5,4.355547
50,6,4.649106
50,7,4.600421
50,8,4.452026
50,9,4.569392
50,10,4.447176
50,12,4.567151
50,14,4.407508
50,16,4.464159
50,18,4.642438
50,20,4.504365
50,25,4.711256
50,30,4.520524
50,35,4.440348
50,40,4.519973
50,45,4.471847
50,50,4.365991
50,100,4.508866
50,200,4.452118
50,300,4.582979
50,400,4.569704
50,500,4.614981
50,600,4.315591
50,700,4.522578
50,800,4.438790
50,900,4.505090
50,1000,4.297898
100,1,8.778054
100,2,9.007743
100,3,8.832656
100,4,8.641424
100,5,8.931122
100,6,8.852915
100,7,9.014360
100,8,8.765179
100,9,9.241917
100,10,8.856590
100,12,8.816192
100,14,9.065818
100,16,9.079427
100,18,9.194785
100,20,8.894224
100,25,8.698039
100,30,8.821891
100,35,8.607662
100,40,8.931592
100,45,8.951531
100,50,8.296236
100,100,9.240711
100,200,8.559217
100,300,8.919423
100,400,9.114795
100,500,8.919204
100,600,8.816564
100,700,8.868805
100,800,8.626225
100,900,9.039177
100,1000,8.777244
500,1,4.265058
500,2,4.264623
500,3,4.238916
500,4,4.328225
500,5,4.294255
500,6,4.447906
500,7,4.220613
500,8,4.237644
500,9,4.226692
500,10,4.320779
500,12,4.294147
500,14,4.197967
500,16,4.339728
500,18,4.154067
500,20,4.211098
500,25,4.255918
500,30,4.335426
500,35,4.295307
500,40,4.320073
500,45,4.304313
500,50,4.316299
500,100,4.226126
500,200,4.317979
500,300,4.383850
500,400,4.412939
500,500,4.253006
500,600,4.294629
500,700,4.261840
500,800,4.351209
500,900,4.320155
500,1000,4.267042
1000,1,1.189697
1000,2,9.789495
1000,3,1.166768
1000,4,1.098599
1000,5,1.164409
1000,6,1.131476
1000,7,1.160789
1000,8,1.156273
1000,9,1.177563
1000,10,9.974723
1000,12,1.237482
1000,14,1.171630
1000,16,1.208980
1000,18,1.116149
1000,20,1.124242
1000,25,1.068682
1000,30,1.221602
1000,35,1.206513
1000,40,1.044970
1000,45,1.213661
1000,50,1.087182
1000,100,1.127227
1000,200,1.095585
1000,300,1.112110
1000,400,1.119395
1000,500,9.600362
1000,600,1.113510
1000,700,1.196219
1000,800,1.217958
1000,900,1.173779
1000,1000,9.730064
2000,1,3.528028
2000,2,3.428361
2000,3,3.393877
2000,4,3.716665
2000,5,3.274788
2000,6,3.821196
2000,7,3.311725
2000,8,3.855038
2000,9,3.643220
2000,10,3.409000
2000,12,3.639591
2000,14,3.474346
2000,16,3.341308
2000,18,3.403787
2000,20,3.603026
2000,25,3.101824
2000,30,3.578769
2000,35,3.498779
2000,40,3.438825
2000,45,3.690197
2000,50,3.403517
2000,100,3.434460
2000,200,3.562406
2000,300,3.705378
2000,400,4.053761
2000,500,3.540662
2000,600,3.939033
2000,700,3.309989
2000,800,3.654541
2000,900,3.424528
2000,1000,3.067722
3000,1,6.132197
3000,2,5.309929
3000,3,5.339397
3000,4,5.993237
3000,5,5.527669
3000,6,6.586884
3000,7,5.947424
3000,8,6.548569
3000,9,5.844003
3000,10,5.973239
3000,12,5.891033
3000,14,6.204348
3000,16,6.990597
3000,18,6.058160
3000,20,5.953690
3000,25,5.952986
3000,30,5.779430
3000,35,5.444911
3000,40,5.691583
3000,45,6.314711
3000,50,6.520932
3000,100,6.320005
3000,200,5.497904
3000,300,5.870971
3000,400,6.320338
3000,500,5.509949
3000,600,6.451665
3000,700,5.772684
3000,800,6.373007
3000,900,5.904351
3000,1000,5.838032
4000,1,9.576589
4000,2,8.337623
4000,3,8.954989
4000,4,8.967484
4000,5,8.986702
4000,6,9.569916
4000,7,9.569709
4000,8,9.451121
4000,9,8.760382
4000,10,9.022338
4000,12,7.802386
4000,14,8.499465
4000,16,9.735250
4000,18,8.771163
4000,20,8.485439
4000,25,7.880460
4000,30,1.028309
4000,35,1.008380
4000,40,8.880027
4000,45,8.477233
4000,50,9.550864
4000,100,7.852999
4000,200,8.032230
4000,300,1.035678
4000,400,8.667604
4000,500,8.203798
4000,600,7.965202
4000,700,9.304494
4000,800,8.208022
4000,900,8.004512
4000,1000,8.885577
10,1,1.115661
10,2,1.243520
10,3,1.212547
10,4,1.176208
10,5,1.176620
10,6,1.281044
10,7,1.198593
10,8,1.158408
10,9,1.176210
10,10,1.245151
10,12,1.271102
10,14,1.185314
10,16,1.171299
10,18,1.189796
10,20,1.190940
10,25,1.172208
10,30,1.209523
10,35,1.283601
10,40,1.283271
10,45,1.252990
10,50,1.166237
10,100,1.216443
10,200,1.221216
10,300,1.144493
10,400,1.204600
10,500,1.123525
10,600,1.175828
10,700,1.203607
10,800,1.249746
10,900,1.175318
10,1000,1.124299
50,1,4.595699
50,2,4.514909
50,3,4.549350
50,4,4.660124
50,5,4.523597
50,6,4.582570
50,7,4.525033
50,8,4.460306
50,9,4.159624
50,10,4.409869
50,12,4.529358
50,14,4.673150
50,16,4.476107
50,18,4.360869
50,20,4.448867
50,25,4.420905
50,30,4.543121
50,35,4.407512
50,40,4.409513
50,45,4.733310
50,50,4.389926
50,100,4.391224
50,200,4.504125
50,300,4.324275
50,400,4.435467
50,500,4.237610
50,600,4.558585
50,700,4.351008
50,800,4.308321
50,900,4.330755
50,1000,4.402017
100,1,8.495229
100,2,8.876338
100,3,9.599521
100,4,8.628786
100,5,8.947082
100,6,9.130489
100,7,8.693877
100,8,8.916175
100,9,8.995329
100,10,8.895989
100,12,8.875744
100,14,8.622584
100,16,9.019705
100,18,8.697293
100,20,8.899429
100,25,9.166014
100,30,8.728492
100,35,8.945808
100,40,9.229319
100,45,8.638470
100,50,8.462022
100,100,8.450751
100,200,8.745896
100,300,9.034787
100,400,9.010593
100,500,8.645506
100,600,8.862712
100,700,8.918132
100,800,8.370997
100,900,8.693541
100,1000,9.264734
500,1,4.463714
500,2,4.371875
500,3,4.313862
500,4,4.266182
500,5,4.306492
500,6,4.371547
500,7,4.313248
500,8,4.335214
500,9,4.203013
500,10,4.274567
500,12,4.329979
500,14,4.359982
500,16,4.355492
500,18,4.450731
500,20,4.388570
500,25,4.412116
500,30,4.325866
500,35,4.307921
500,40,4.167810
500,45,4.344914
500,50,4.334176
500,100,4.235976
500,200,4.231535
500,300,4.154689
500,400,4.283576
500,500,4.248663
500,600,4.356066
500,700,4.286580
500,800,4.440210
500,900,4.364400
500,1000,4.399127
1000,1,1.098318
1000,2,1.100968
1000,3,1.177560
1000,4,1.034383
1000,5,1.114784
1000,6,1.102473
1000,7,1.236489
1000,8,1.033888
1000,9,1.170646
1000,10,1.139964
1000,12,1.169670
1000,14,1.062014
1000,16,1.179241
1000,18,1.172411
1000,20,9.170717
1000,25,1.165560
1000,30,1.066351
1000,35,1.118955
1000,40,1.187989
1000,45,1.186594
1000,50,1.107190
1000,100,1.091811
1000,200,1.208042
1000,300,1.132311
1000,400,1.112366
1000,500,1.121946
1000,600,1.139341
1000,700,1.156926
1000,800,1.094973
1000,900,1.196624
1000,1000,1.238441
2000,1,3.384132
2000,2,3.530981
2000,3,3.343768
2000,4,3.746581
2000,5,3.633687
2000,6,3.474930
2000,7,3.564345
2000,8,3.640524
2000,9,3.500268
2000,10,3.616947
2000,12,3.160343
2000,14,3.542027
2000,16,3.501530
2000,18,3.492510
2000,20,3.272627
2000,25,3.346601
2000,30,3.628544
2000,35,3.410743
2000,40,3.106879
2000,45,3.129657
2000,50,3.603748
2000,100,3.241036
2000,200,3.018346
2000,300,3.349417
2000,400,3.486506
2000,500,3.978467
2000,600,3.455899
2000,700,3.250528
2000,800,3.561887
2000,900,3.317983
2000,1000,3.492369
3000,1,6.700452
3000,2,6.481570
3000,3,5.954901
3000,4,4.949791
3000,5,5.645970
3000,6,6.445160
3000,7,5.951784
3000,8,6.335308
3000,9,6.084909
3000,10,5.511081
3000,12,6.279923
3000,14,6.488670
3000,16,5.961023
3000,18,7.122837
3000,20,6.786041
3000,25,5.497262
3000,30,5.999926
3000,35,7.414485
3000,40,5.560240
3000,45,5.717407
3000,50,6.418702
3000,100,6.699864
3000,200,6.138536
3000,300,6.259275
3000,400,5.921170
3000,500,5.855486
3000,600,6.221297
3000,700,5.687430
3000,800,6.732556
3000,900,6.476552
3000,1000,5.657502
4000,1,8.231076
4000,2,8.650121
4000,3,8.707916
4000,4,9.958719
4000,5,9.789960
4000,6,9.396990
4000,7,9.708584
4000,8,7.543846
4000,9,9.822919
